Language_ID	L1_log10_st	Vehicularity	Education	Official	neighboring_languages_st	ISO_639
noma1263	-0.14128219604119122	0	0	0	-0.12066823408877893	not
ewag1241	NA	NA	0	0	0.33177684057407125	nou
nyam1277	NA	NA	0	0	-0.346890771420204	now
noyy1238	NA	NA	0	0	-1.0255583834144792	noy
nayi1243	NA	NA	0	0	-0.12066823408877893	noz
narp1239	NA	NA	0	0	-1.0255583834144792	npa
phom1236	0.4287158631497749	0	0	0	-0.346890771420204	nph
sout2973	NA	NA	0	0	-0.12066823408877893	npl
mond1265	NA	NA	0	0	-0.5731133087516291	npn
poch1243	NA	NA	0	0	-0.7993358460830542	npo
nips1240	NA	NA	0	0	0.33177684057407125	nps
napu1241	NA	NA	0	0	0.5579993779054964	npy
eden1244	NA	NA	0	0	0.33177684057407125	nqg
kura1248	NA	NA	0	0	0.33177684057407125	nqk
ndom1245	-0.7066915913293388	0	0	0	-0.7993358460830542	nqm
nenn1238	-1.0729669638956008	0	0	0	-0.346890771420204	nqn
ngom1270	NA	NA	0	0	0.10555430324264616	nra
nara1262	0.6187895605552148	0	1	0	-0.346890771420204	nrb
sout2732	NA	NA	0	0	-0.5731133087516291	nre
nara1263	NA	NA	0	0	0.33177684057407125	nrg
chok1243	NA	NA	0	0	-0.12066823408877893	nri
ngar1287	NA	NA	0	0	-0.346890771420204	nrl
naro1251	NA	NA	0	0	-0.346890771420204	nrm
lala1268	-0.6324681303701314	0	0	0	0.10555430324264616	nrz
sang1321	0.5282743830497795	0	0	0	-0.12066823408877893	nsa
sout2723	NA	NA	0	0	-0.12066823408877893	nsd
nsen1242	1.1566448201224606	0	0	0	0.5579993779054964	nse
ngas1238	NA	NA	0	0	-0.5731133087516291	nsg
ngos1238	NA	NA	0	0	-0.12066823408877893	nsh
nask1242	NA	NA	0	0	-0.5731133087516291	nsk
sumi1235	-0.05267758653381067	0	0	0	1.0104444525683465	nsm
neha1247	-0.1817798764749292	0	0	0	-1.0255583834144792	nsn
pedi1238	NA	NA	1	1	1.4628895272311966	nso
nali1245	NA	NA	0	0	-0.346890771420204	nss
tase1235	NA	NA	0	0	2.141557139225472	nst
sier1248	0.19722131259541675	0	0	0	0.33177684057407125	nsu
navu1237	NA	NA	0	0	0.33177684057407125	nsw
nson1238	NA	NA	0	0	0.10555430324264616	nsx
nasa1239	NA	NA	0	0	-0.7993358460830542	nsy
nath1238	NA	NA	0	0	-0.346890771420204	nte
nati1243	-0.5004275844664786	0	0	0	0.10555430324264616	nti
ngaa1240	-0.7298849239220329	0	0	0	-0.7993358460830542	ntj
ikom1245	NA	NA	0	0	-0.12066823408877893	ntk
nate1242	NA	NA	0	0	0.10555430324264616	ntm
ntom1248	NA	NA	0	0	0.5579993779054964	nto
nort2959	-0.08867646467258507	0	0	0	-0.7993358460830542	ntp
delo1240	NA	NA	0	0	0.5579993779054964	ntr
nott1246	NA	NA	0	0	-0.12066823408877893	ntw
mant1265	NA	NA	0	0	0.33177684057407125	nty
nata1252	NA	NA	0	0	-0.7993358460830542	ntz
yuag1237	NA	NA	0	0	0.10555430324264616	nua
nuku1263	NA	NA	0	0	-0.7993358460830542	nuc
ngal1300	NA	NA	0	0	-0.7993358460830542	nud
ngun1266	NA	NA	0	0	-1.0255583834144792	nue
nusu1239	-0.00513291354794497	0	0	0	0.7842219152369214	nuf
nung1291	NA	NA	0	0	-0.5731133087516291	nug
ndun1251	NA	NA	0	0	-1.0255583834144792	nuh
ngum1255	NA	NA	0	0	0.10555430324264616	nui
nyol1238	NA	NA	0	0	-0.12066823408877893	nuj
niua1240	-0.9670198392422642	0	0	0	-1.0255583834144792	num
nung1282	-0.9983254243989566	0	0	0	-0.5731133087516291	nun
nguo1239	NA	NA	0	0	0.10555430324264616	nuo
nupe1254	1.4587974926372878	1	0	0	2.5940022138883223	nup
nuku1258	NA	NA	0	0	-1.0255583834144792	nuq
nuku1259	NA	NA	0	0	-1.0255583834144792	nur
nuer1246	1.4541138081997087	0	0	0	0.7842219152369214	nus
nung1283	NA	NA	0	0	3.0464472885511724	nut
ngbu1241	NA	NA	0	0	0.5579993779054964	nuu
nort2784	NA	NA	0	0	0.10555430324264616	nuv
mehe1243	-0.21314676444584357	0	0	0	0.10555430324264616	nux
nung1290	NA	NA	0	0	-0.5731133087516291	nuy
tlam1239	NA	NA	0	0	-0.7993358460830542	nuz
nasa1240	NA	NA	0	0	-0.12066823408877893	nvh
nami1258	NA	NA	0	0	-0.7993358460830542	nvm
