Glottocode	L2_prop	L1_scaled	L1_log10_scaled	All_users_scaled	All_Users_log10_scaled	number_of_lgs_in_ethnologue	ISO_639
maia1254	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	sks
maib1239	0	-0.08812069897763808	0.08313244193204614	-0.07934320823405208	-0.008606151472897478	2	ayz, kgw
mail1248	0	-0.08829154384571108	0.04244079799908054	-0.07944048164589916	-0.05247613047798111	1	mgu
maip1247	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	bvv
mais1250	0	-0.08854311291394859	-0.2531081579400058	-0.07958371674484399	-0.37110976723597305	1	mbq
mait1250	0.00572099163855068	1.3588285555582358	2.1181781416079857	0.7492438730559082	2.18694118042953	1	mai
maja1242	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mpe
maka1304	0	-0.08523769182890598	0.6037332830458175	-0.0777017194091325	0.5526576796791204	1	mcp
maka1311	0.1895734597156398	-0.01561840808915321	1.3704176862973028	-0.0283354628967363	1.4359629563110334	1	mak
makc1235	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	mkg
makh1264	0	0.08106270275336479	1.5815240440007874	0.01698421968282111	1.606821532708124	1	vmw
makh1266	0	-0.07020334343848084	1.02595381152146	-0.06914165916658892	1.007856927717754	1	xsq
mako1251	0	-0.00344571123895104	1.4090123137317312	-0.03113207348734002	1.4208352895005103	1	kde
maku1277	0	-0.08865219736221322	-1.2106311019329974	-0.07964582581830836	-1.4034227285667784	1	lva
makw1236	0	-0.08234614243677023	0.7572476270554326	-0.07605536691362057	0.7181626924472339	1	ymk
mala1463	0	-0.0875013863308734	0.33179049799809435	-0.07899059211610639	0.25947404005323116	1	mjr
mala1464	0.01845409030957263	1.5015681614967276	2.141724857438021	0.8427958473492545	2.215806167110226	1	mal
mala1479	0.15642940497382937	0.6023266255065942	1.9330375895224343	0.3867296990877209	2.031708501691234	1	zlm
mala1481	0.45180722891566266	-0.01092017421714536	1.386026503852811	0.00108974418700724	1.5583138636929472	1	xmm
mala1522	0	-0.08857557343888246	-0.33923712665545575	-0.07960219869309494	-0.46396608081968727	1	mbp
male1284	0.06635117815242039	-0.08460983693873765	0.6459669901880947	-0.07718057710516174	0.6167216861626154	1	mdy
male1289	0	-0.08832443148281514	0.01866930763708359	-0.07945920677767973	-0.07810435982202844	1	mgl
male1297	0	-0.08864177582526075	-0.7940012700507435	-0.07963989214018569	-0.954250854172223	1	gut
mali1284	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	gcc
mali1285	0	-0.08705291855218174	0.4140353426706255	-0.07873524941000778	0.3481428491827951	1	tcf
malo1243	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	mla
malt1254	0	-0.06588609362227581	1.078592894005365	-0.06668356004921305	1.0646075334986365	1	mlt
malu1245	0	-0.08863323358185711	-0.6664389870842219	-0.07963502846959333	-0.8167249610232312	1	mll
mama1275	0	-0.08848075453710194	-0.141905140763083	-0.0795482119495198	-0.2512209262520542	1	mmn
mamb1294	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	mcs
mamb1296	0	-0.07952805633790588	0.8497077007052428	-0.07445084198520288	0.8178446196878187	1	mgr
mamb1306	0	-0.078831009276168	0.8681347571142953	-0.07405396646486677	0.8377109730630315	1	mgm
mamm1241	0	-0.06292535205857049	1.1092005694781724	-0.06499781182190305	1.097605907380962	1	mam
mamv1243	0	-0.08609191616927105	0.5317074728004746	-0.07818808646836793	0.4750060913458336	1	mdi
mana1288	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	nmm
mana1295	0	-0.08831503501507112	0.02569455085179274	-0.07945385674002814	-0.07053039026595415	1	mva
mana1298	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	mle
mand1415	0.17744200080231415	39.25829895455853	2.945046931374108	27.15594317729251	3.1295724368101903	1	cmn
mand1423	0	-0.08681373573687952	0.448881436818123	-0.07859906663342187	0.3857106953277732	1	mgs
mand1436	0	-0.00541042722179069	1.403171786696509	-0.03225071772358151	1.4145385717066576	1	mnk
mand1440	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	tbf
mang1378	0	-0.08847520207888958	-0.1340350412412584	-0.07954505056363478	-0.2427361105154588	1	zng
mang1381	0	-0.08865454647914922	-2.04934534180724	-0.07964716332772126	-2.3076470984438435	1	mpc
mang1394	0	-0.06217363463904923	1.1164106525395825	-0.06456980880977588	1.105379154218815	1	mdj
mang1401	0	-0.08862896246015528	-0.6208745105689896	-0.07963259663429716	-0.7676015431688475	1	mrv
mang1403	0	-0.08854524847479951	-0.25794917549894425	-0.07958493266249209	-0.3763289060602421	1	mbh
mang1404	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	mmo
mang1405	0	-0.05021449387393833	1.209717099415364	-0.05776066998047984	1.2059735630419823	1	mqy
mani1235	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	mnx
manm1238	0	-0.0886161490950498	-0.5194972636431509	-0.07962530112840863	-0.6583059418027222	1	mml
mann1248	0	-0.07037845942825569	1.0235662760735276	-0.06924136441373219	1.005282907111773	1	mev
mans1262	0	-0.08753982642618982	0.3233028988642121	-0.07901247863377198	0.25032349316403735	1	msk
manu1258	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	wha
maon1241	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mmd
maor1246	0	-0.0818336078325512	0.7768048391692686	-0.0757635466780793	0.7392474755109351	1	mri
mapo1242	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	bzh
mapu1245	0	-0.07761758360067941	0.8972947278017018	-0.07336308205722283	0.8691485651139396	1	arn
maqu1238	0	-0.08837141382153521	-0.01975807330313781	-0.07948595696593767	-0.11953321921746164	1	mch
mara1378	0.053800151871103714	1.2785643552010235	1.6256129164748123	0.8284998982547944	1.6701916949129525	3	anr, dcc, mar
mara1379	0	-0.08726647463727301	0.37820826482226494	-0.07885684117481664	0.30951739685134566	1	nma
mara1382	0	-0.08598940924842724	0.5415269876684056	-0.07812972242125968	0.48559258698621366	1	mrh
mara1385	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	mec
mara1386	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	zmr
mara1396	0	-0.0868436335887923	0.4447818214797862	-0.0786160894804951	0.38129086802568546	1	mgb
mara1399	0	-0.08865394852211096	-1.5287163367506065	-0.07964682287077979	-1.7463529035251493	1	mrs
mara1404	0	-0.05166667525255894	1.2000754123295971	-0.05858749398118008	1.1955787849218606	1	mrw
marg1253	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	zmc
marg1265	0	-0.079001854144241	0.8637422141015396	-0.07415123987671385	0.8329753381482571	1	mrt
mari1414	0	-0.08160723838235445	0.7849789612483113	-0.07563465940738191	0.7480600603399812	1	mrr
mari1416	0	-0.08755263979129531	0.32040853160008487	-0.07901977413966052	0.24720305322016484	1	nng
mari1424	0.7692307692307693	-0.08865394852211096	-1.5287163367506065	-0.0796456069531317	-1.3638507197512106	1	mfr
mari1426	0	-0.08863323358185711	-0.6664389870842219	-0.07963502846959333	-0.8167249610232312	1	mrb
mari1428	0	-0.08849997458476015	-0.1712330480840271	-0.0795591552083526	-0.2828395720986657	1	dad
mari1440	0	-0.0886530942977706	-1.325684040253343	-0.07964633650372056	-1.5274621995918778	1	mrc
maro1244	0	-0.08830905544468856	0.03006465904532273	-0.07945045217061349	-0.06581894250493635	1	mvo
mars1254	0	-0.0860492049522528	0.5358458395737851	-0.07816376811540615	0.4794676968725001	1	mah
mart1255	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	vma
maru1249	0	-0.08333704267159371	0.7144654134393348	-0.07661955270233367	0.6720388539456218	1	mhx
maru1252	0	-0.0885700209806701	-0.3222431043582634	-0.07959903730720991	-0.4456446927082137	1	mzr
masa1300	0	-0.00869919093219619	1.3930796320156695	-0.03412323090163792	1.4036581409554734	1	mas
masa1322	0	-0.07404735297012363	0.9674639006714736	-0.07133031093314836	0.944798498197796	1	mcn
masb1238	0.3453038674033149	-0.06840947232371421	1.0491834882494315	-0.06204070010175163	1.1472369480198137	1	msb
mask1242	0	-0.0885969290473916	-0.4180737591061819	-0.07961435786957582	-0.5489604697449024	1	klv
matb1237	0	-0.08860120016909342	-0.43732764104148447	-0.079616789704872	-0.5697182301750185	1	xmt
mati1250	0	-0.08651902833945357	0.4860605270156307	-0.07843126999798565	0.42579376272804137	1	mbt
mato1252	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	met
mats1244	0	-0.08837696627974759	-0.02471529458318495	-0.07948911835182271	-0.12487763818066408	1	mcf
matu1259	0	-0.07895914292722275	0.8648475956874963	-0.07412692152375208	0.8341670586658261	1	mgw
matu1261	0	-0.08864775539564332	-0.9506590233575534	-0.07964329670960034	-1.123144801044338	1	mjk
maun1240	0	-0.08863878604006949	-0.7416510344212943	-0.07963818985547837	-0.8978116564401656	1	mph
mauw1238	0	-0.08855250938169261	-0.2751460934909476	-0.07958906678249558	-0.3948690376043046	1	mhl
maxa1247	0	-0.08860034594475305	-0.4333565882809689	-0.07961630333781276	-0.5654370071917719	1	mbl
maya1285	0	-0.08828300160230743	0.04826293287211175	-0.07943561797530681	-0.04619924141777475	1	yan
mayk1239	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	4	wnn, xyj, xyk, xyt
mayo1261	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	mdm
mayo1264	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	mfy
maza1304	0	-0.08715969659472737	0.396762099989166	-0.07879604529241221	0.32952043139516074	1	dkx
mbaa1245	0	-0.08711271425600729	0.40450952104972654	-0.07876929510415427	0.33787298652491277	1	mfc
mbal1255	0	-0.08864177582526075	-0.7940012700507435	-0.07963989214018569	-0.954250854172223	1	lnb
mban1263	0	-0.07296248805786	0.9854004392943384	-0.07071262476791935	0.964136020518232	1	zmz
mbar1260	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	mpk
mbay1241	0	-0.08488318872765448	0.6284478443610647	-0.07749987707954979	0.5793026411804516	1	myb
mber1257	0	-0.08492803550552364	0.5276273819110575	-0.07752541135015965	0.4706073135045542	2	mbm, mdt
mboc1235	0	-0.08673258442454485	0.4596820102788941	-0.0785528617627945	0.39735487789624974	1	mbo
mbol1247	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	mdq
mbug1242	0	-0.08706573191728721	0.41202438467293967	-0.07874254491589631	0.3459748196658772	1	mgz
mbul1263	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	mna
mbya1239	0	-0.08780420885953281	0.25552751887853264	-0.07916300923860535	0.1772543268769374	1	gun
meen1242	0.04005085823267641	-0.08220519542061	0.7627799193669613	-0.07582191072518756	0.7351602239535394	1	mym
mehe1243	0	-0.08838550852315125	-0.03253875965622836	-0.07949398202241506	-0.13331217695395187	1	nux
mehi1240	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	mmh
meke1243	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	mek
mele1250	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	mxe
melo1242	0.18744971842316976	-0.08779182260659751	0.2591478049365059	-0.07904263339144459	0.2371853260819843	1	mfx
melp1238	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	med
mend1266	0	0.00153441666537728	1.4232337782773057	-0.02829655353199746	1.4361675614545186	1	men
mend1268	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	sim
meng1267	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	mee
meny1245	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	mcr
mera1242	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	mxm
mere1242	0	-0.08863750470355894	-0.7221824512148428	-0.07963746030488951	-0.8768224248934443	1	lmb
meri1244	0	-0.08864519272262222	-0.8713523565014615	-0.07964183760842262	-1.0376436643571243	1	ulk
meru1245	0	-0.00408637949422484	1.4071227236157655	-0.0314968487817666	1.4187981076443978	1	mer
mesc1238	0	-0.08864818250781349	-0.9667138576154396	-0.07964353989312996	-1.140453643198365	1	apm
meta1238	0	-0.08510955817785122	0.6129502706811215	-0.07762876435024718	0.5625945860060562	1	mgo
meya1236	0	-0.08802246317849609	0.18127349632626497	-0.07928727602224	0.09720048545983094	1	mej
mezo1235	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	pbe
mezq1235	0	-0.08487464648425082	0.6290142853169512	-0.07749501340895744	0.5799133255972153	1	ote
miam1252	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	mia
mian1256	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	mpt
mich1245	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	ncl
midd1327	0	-0.0885819801214352	-0.3603957938513385	-0.07960584644603921	-0.48677740510995365	1	mpl
midd1357	0	-0.08864989095649423	-1.043765019346498	-0.07964451262724842	-1.22352310220148	1	bdy
mido1240	0	-0.0850241357438147	0.6189116629592666	-0.07758012764432363	0.5690216095619026	1	mei
mids1243	0	-0.0842980450545044	0.664558952378692	-0.07716671564397352	0.61823430865482	1	bjo
miga1249	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	mmy
miju1243	0	-0.08851791329590783	-0.20210036083828287	-0.07956936891659655	-0.31611786296111755	1	mxj
mika1239	0	-0.08864220293743094	-0.802460508062481	-0.0796401353237153	-0.9633708247142164	1	mik
mikm1235	0	-0.08835988179294028	-0.00976564462915742	-0.079479391010638	-0.10876030385283614	1	mic
mina1268	0	0.09244097096702746	1.5977707215953882	0.02346262891183705	1.6243372026611895	1	min
mina1276	0	-0.08818476580316545	0.10698668248304094	-0.07937968576349473	0.01711129149594177	1	hna
mini1251	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	vmg
mini1256	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	hto
minn1241	0.0079246458328342	1.980618025797796	2.2076529500825455	1.1079393360585086	2.2840035788216566	1	nan
miri1266	0	-0.08865407665576201	-1.5807029272501691	-0.07964689582583868	-1.8024000526036867	1	mep
misi1243	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	mpx
misk1235	0	-0.08254688515675603	0.7491510897153507	-0.0761696631725409	0.7094337523309681	1	miq
miwa1242	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	vmi
mixt1426	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	zpm
miya1259	NA	NA	NA	NA	NA	1	mvi
miya1266	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mkf
mlab1235	0	-0.0886357962548782	-0.6983764436833032	-0.07963648757077105	-0.8511569823194364	1	mra
mlah1239	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	lhs
mmen1238	0	-0.08715969659472737	0.396762099989166	-0.07879604529241221	0.32952043139516074	1	bfm
moba1244	0	-0.0749528307709106	0.9514420802351164	-0.07184586001593792	0.9275252485024998	1	mfq
moch1257	0	-0.08864903673215387	-1.0022870036818237	-0.0796440262601892	-1.178805329693212	1	mhc
moco1246	0	-0.0885358520070555	-0.23731552143090448	-0.0795795826248405	-0.35408360252189736	1	moc
mode1248	0.00441094305962614	0.4753030389821389	1.8821791300908433	0.2428742389588318	1.9321533875866024	1	ell
moha1258	0.03289473684210526	-0.08852901821233257	-0.2233100737039203	-0.07957325985307044	-0.3299587904162035	1	moh
moii1235	0	-0.08845811759208227	-0.11126365343725136	-0.07953532322245008	-0.21818609954701276	1	mxn
moke1242	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	mwt
moki1238	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	mkj
mokl1243	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	mkm
mokp1239	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	bri
moks1248	0	-0.08297399732693855	0.7310005494856037	-0.0764128467021586	0.6898655132074352	1	mdf
mola1238	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	mbe
molo1266	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	mlw
mong1338	0	-0.07157010238306494	1.0066851506530667	-0.0699198464613656	0.987083234004493	1	lol
moni1237	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	mom
monn1252	0	-0.05230734350783274	1.1957007640010826	-0.05895226927560665	1.190862442405871	1	mnw
mono1270	0	-0.08587836008417978	0.551747414756266	-0.07806649470355907	0.4966113092208341	1	mnh
mono1273	0	-0.08852901821233257	-0.2233100737039203	-0.07957569168836662	-0.33898421998646155	1	mte
mono1275	0	-0.08865300887533656	-1.3121472501816294	-0.07964628786701464	-1.5128680805334145	1	mnr
mont1268	0	-0.08821893477678006	0.0880836696550277	-0.07939914044586414	-0.00326819421035935	1	moe
monz1249	0	-0.08777473811979022	0.2640569299631463	-0.07914622957506173	0.18644995155664196	1	moj
mopa1243	0	-0.08811600074376606	0.1411829852766029	-0.07934053321522629	0.05397859250930029	1	mop
more1259	0	-0.0878558894321249	0.239830508812892	-0.07919243444568909	0.1603312577781153	1	nhm
mori1268	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	xmz
mori1269	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	mzq
morm1235	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	mhz
moro1285	0	-0.085579381565052	0.5773545576748814	-0.07789626623282667	0.5242185699171695	1	mor
moro1287	0	-0.08753128418278618	0.3252140537332508	-0.07900761496317962	0.2523839241487945	1	mqn
moro1289	0	-0.08865245362951532	-1.2384786228099005	-0.07964597172842613	-1.4334453582306454	1	mok
mort1237	0	-0.08840259300995854	-0.04895963298700654	-0.07950370936359977	-0.15101564869014217	1	mrl
mose1249	0	-0.08834279730613298	0.00434143116313841	-0.0794696636694533	-0.09355135530677432	1	cas
mota1237	0	-0.08862255577760254	-0.5650894742014169	-0.07962894888135288	-0.707459259945421	1	mtt
motl1237	0	-0.08856489563462791	-0.3075184523926853	-0.07959611910485449	-0.42976993046829953	1	mlv
motu1246	0	-0.08698885172665435	0.4238547612466383	-0.07869877188056514	0.3587292410101064	1	meu
mouk1239	0	-0.08849057811701615	-0.1564656168537313	-0.07955380517070101	-0.26691868919948036	1	mwh
moun1252	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	kpx
movi1243	0	-0.08860461706645488	-0.45387335467368223	-0.07961873517310895	-0.5875562932148014	1	mzp
moyo1238	0	-0.0884965576873987	-0.16576176501568624	-0.07955720974011567	-0.2769409391082072	1	nmo
mpad1242	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	mpi
mpii1239	0	-0.0886161490950498	-0.5194972636431509	-0.07962530112840863	-0.6583059418027222	1	mpz
mpot1240	0	-0.0855452125914374	0.5801210628372384	-0.07787681155045725	0.5272011607309	1	mpa
mpur1239	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	akc
mual1241	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	mtd
mudu1239	0	-0.08851065238901472	-0.1891446901914794	-0.07956523479659305	-0.3021502532914675	1	udg
mudu1242	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	wiv
mull1237	0	-0.08865424750063008	-1.6727700436244315	-0.07964699309925052	-1.901658329537674	1	mpb
muna1247	0	-0.07729340546351088	0.9045426099372532	-0.07317850575824299	0.876962563428723	1	mnb
munc1235	0	-0.08801392093509244	0.18463398738920253	-0.07928241235164765	0.10082345711024414	1	mwq
mund1320	0	-0.03867050613824484	1.2754649887885248	-0.05118790554197224	1.2768568758710424	1	unr
mund1325	0	-0.07175376061624343	1.0039791127637698	-0.07002441537910123	0.9841658334299184	1	mua
mund1326	0	-0.08755263979129531	0.32040853160008487	-0.07901977413966052	0.24720305322016484	1	muh
mund1328	0	-0.08863195224534656	-0.6518785109935735	-0.07963429891900448	-0.8010271980758051	1	boe
mund1330	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	myu
murl1244	0	-0.0802831906547886	0.8280846561231199	-0.074880790465567	0.7945326465120379	1	mur
murr1258	0	-0.08857044809284027	-0.3235101598353162	-0.07959928049073953	-0.44701071510996665	1	mwf
muru1266	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	zmu
muru1274	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	huu
musa1266	0	-0.08863750470355894	-0.7221824512148428	-0.07963746030488951	-0.8768224248934443	1	mmq
musg1254	0	-0.0816328651125654	0.784066872415316	-0.07564925041915899	0.7470767302484226	1	mug
muso1238	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	msu
muss1246	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	emi
muth1236	0	-0.08793704074445959	0.21300625991969896	-0.07923863931631646	0.1314118256286029	1	muv
muyu1244	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	myw
mwag1236	0	-0.08224790663762825	0.761116338732611	-0.07599943470180849	0.7223335807095546	1	sur
mwan1247	0.12048192771084336	-0.08241875150570127	0.7543492258131761	-0.07561034105442015	0.7496910249367168	1	wmw
mwan1250	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	moa
mwer1248	0	-0.07221077063833874	0.9971157442074904	-0.07028462175579218	0.976766382206858	1	mwe
naas1242	0	-0.08771494241596467	0.28051830450683707	-0.07911218388091525	0.2041970879666676	1	nas
naba1256	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	naf
nade1244	0	-0.08863878604006949	-0.7416510344212943	-0.07963818985547837	-0.8978116564401656	1	mbj
naka1262	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	nak
nalc1240	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	nlc
nali1244	0	-0.08837696627974759	-0.02471529458318495	-0.07948911835182271	-0.12487763818066408	1	nal
nalo1235	0	-0.08861465420245418	-0.6059698073505285	-0.07962444998605497	-0.7515326662675345	2	nlz, npx
nama1264	0	-0.07664419496483343	0.91845556201644	-0.07280886679322407	0.8919622256841517	1	naq
nama1266	0	-0.08860333572994433	-0.4475398897759676	-0.0796180056225201	-0.5807281352630141	1	nmx
nama1268	0	-0.08849442212654779	-0.16240195040040045	-0.07955599382246757	-0.27331869674128845	1	nmk
namb1293	0	-0.08862426422628328	-0.5787930106182303	-0.07962992161547136	-0.7222331495403306	1	ncm
nami1256	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	nnm
namu1246	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	nmy
nana1257	0	-0.08859522059871086	-0.410768510666113	-0.07961338513545736	-0.5410846243693582	1	gld
nand1266	0	-0.04859146762724471	1.220071170596923	-0.05683657256793253	1.2171363680173828	1	niq
nang1262	0	-0.0886456198347924	-0.8829456139727176	-0.07964208079195224	-1.0501424457458144	1	ngr
nant1250	0	-0.08865057433596651	-1.0827358805824232	-0.07964490172089582	-1.265537891946679	1	cox
nara1262	0	-0.08425533383748615	0.667001578438738	-0.07714239729101176	0.6208677228798146	1	nrb
naro1251	NA	NA	NA	NA	NA	1	nrm
narr1259	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	nay
naru1238	0	-0.08865352140994077	-1.4071599255646248	-0.07964657968725018	-1.6153019876307888	1	nnr
natc1249	1	-0.08865458919036623	-2.222888343492784	-0.07964704173595645	-1.9694944898076228	1	ncz
nati1243	0	-0.08855208226952242	-0.27410114361052745	-0.07958882359896596	-0.3937424689802667	1	nti
natu1246	0	-0.08847178518152811	-0.12931205982349395	-0.07954310509539783	-0.2376442273765014	1	ntu
naue1237	0	-0.08782599158021212	0.24903099494779168	-0.07917541159861585	0.1702503737086374	1	nxa
naur1243	0.0970873786407767	-0.08825737487209648	0.06495857104404933	-0.07939670861056797	-6.35011193090392e-4	1	nau
nava1243	0	-0.08152181594831795	0.7879954811073264	-0.07558602270145838	0.7513121939500514	1	nav
nawu1242	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	naw
naxi1245	0	-0.07584122408489026	0.934658505856902	-0.07235168175754277	0.90943074593545	1	nxq
ncan1245	0	-0.08809080112572529	0.15263066965489724	-0.07932618538697883	0.06632043040997407	1	ncr
ndam1239	0	-0.0802831906547886	0.8280846561231199	-0.074880790465567	0.7945326465120379	1	ndj
ndam1251	0	-0.08837696627974759	-0.02471529458318495	-0.07948911835182271	-0.12487763818066408	1	ndm
nden1248	0	-0.085579381565052	0.5773545576748814	-0.07789626623282667	0.5242185699171695	1	ndg
ndob1238	0	-0.08821893477678006	0.0880836696550277	-0.07939914044586414	-0.00326819421035935	1	ndw
ndog1248	0	-0.08660445077349008	0.4758401480740366	-0.07847990670390918	0.4147750924002866	1	ndz
ndom1245	0	-0.08860333572994433	-0.4475398897759676	-0.0796180056225201	-0.5807281352630141	1	nqm
ndun1249	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	ndt
nege1240	NA	NA	NA	NA	NA	1	zmi
negi1245	0	-0.08865142856030689	-1.141920450989107	-0.07964538808795504	-1.3293452393579417	1	neg
neha1247	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	nsn
nend1239	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	anh
nene1249	0	-0.087719213537666485	0.27937771837901604	-0.07911461571621142	0.2029674131576717	1	yrk
neng1238	0	-0.08828214737796707	0.04883776868406327	-0.07943513160824757	-0.04557950644114841	1	nen
nenn1238	0	-0.08863964026440985	-0.7555254774476404	-0.0796386762225376	-0.9127698017850856	1	nqn
nepa1254	0.3511284248168509	0.596446145147521	1.930897742326136	0.5215097930748064	2.10023231934146	1	npi
newa1246	0.0364816472694718	-0.0518802313376502	1.1986256726798472	-0.05791630743943518	1.2040472380099765	1	new
nezp1238	0	-0.08865031806866441	-1.0674023369188783	-0.07964475581077804	-1.2490066788135503	1	nez
ngaa1240	0	-0.08860717973947597	-0.46704218969468025	-0.07962019427428665	-0.6017537170604517	1	ntj
ngab1239	0	-0.0813150936579496	0.7951484988759583	-0.0754683218731234	0.7590239182502497	1	gym
