"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"6426",1266,-0.18,0.21,-0.6,-0.18,0.23,-0.18,0,"Phylogenetic+Spatial: local+Vehicularity"
"6427",1267,-0.12,0.22,-0.56,-0.12,0.32,-0.12,0,"Phylogenetic+Spatial: local+Vehicularity"
"6428",1268,-0.14,0.26,-0.66,-0.15,0.37,-0.15,0,"Phylogenetic+Spatial: local+Vehicularity"
"6429",1269,-0.43,0.2,-0.82,-0.43,-0.04,-0.43,0,"Phylogenetic+Spatial: local+Vehicularity"
"6430",1270,-0.49,0.19,-0.87,-0.49,-0.11,-0.49,0,"Phylogenetic+Spatial: local+Vehicularity"
"6431",1271,-0.52,0.19,-0.9,-0.52,-0.15,-0.52,0,"Phylogenetic+Spatial: local+Vehicularity"
"6432",1272,-0.55,0.19,-0.93,-0.55,-0.17,-0.55,0,"Phylogenetic+Spatial: local+Vehicularity"
"6433",1273,-0.56,0.19,-0.94,-0.56,-0.17,-0.56,0,"Phylogenetic+Spatial: local+Vehicularity"
"6434",1274,-0.56,0.2,-0.96,-0.56,-0.16,-0.56,0,"Phylogenetic+Spatial: local+Vehicularity"
"6435",1275,-0.59,0.22,-1.02,-0.59,-0.16,-0.59,0,"Phylogenetic+Spatial: local+Vehicularity"
"6436",1276,0.13,0.68,-1.21,0.13,1.47,0.13,0,"Phylogenetic+Spatial: local+Vehicularity"
"6437",1277,0.46,0.28,-0.09,0.46,1,0.46,0,"Phylogenetic+Spatial: local+Vehicularity"
"6438",1278,0.46,0.28,-0.09,0.46,1,0.46,0,"Phylogenetic+Spatial: local+Vehicularity"
"6439",1279,0.52,0.3,-0.06,0.52,1.1,0.52,0,"Phylogenetic+Spatial: local+Vehicularity"
"6440",1280,0.42,0.27,-0.11,0.42,0.94,0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6441",1281,0.42,0.28,-0.12,0.42,0.97,0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6442",1282,0.42,0.29,-0.15,0.42,0.99,0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6443",1283,0.37,0.27,-0.16,0.37,0.91,0.37,0,"Phylogenetic+Spatial: local+Vehicularity"
"6444",1284,0.41,0.28,-0.13,0.41,0.96,0.41,0,"Phylogenetic+Spatial: local+Vehicularity"
"6445",1285,0.42,0.28,-0.13,0.42,0.97,0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6446",1286,0.19,0.67,-1.13,0.19,1.51,0.19,0,"Phylogenetic+Spatial: local+Vehicularity"
"6447",1287,0.29,0.33,-0.35,0.29,0.94,0.29,0,"Phylogenetic+Spatial: local+Vehicularity"
"6448",1288,0.25,0.3,-0.35,0.25,0.84,0.25,0,"Phylogenetic+Spatial: local+Vehicularity"
"6449",1289,0.29,0.3,-0.3,0.29,0.87,0.29,0,"Phylogenetic+Spatial: local+Vehicularity"
"6450",1290,1.61,0.44,0.75,1.61,2.46,1.61,0,"Phylogenetic+Spatial: local+Vehicularity"
"6451",1291,0.74,0.48,-0.2,0.74,1.67,0.74,0,"Phylogenetic+Spatial: local+Vehicularity"
"6452",1292,-0.96,0.46,-1.86,-0.96,-0.05,-0.96,0,"Phylogenetic+Spatial: local+Vehicularity"
"6453",1293,-0.92,0.49,-1.87,-0.92,0.04,-0.92,0,"Phylogenetic+Spatial: local+Vehicularity"
"6454",1294,0.01,0.24,-0.45,0.01,0.48,0.01,0,"Phylogenetic+Spatial: local+Vehicularity"
"6455",1295,0.04,0.23,-0.42,0.04,0.5,0.03,0,"Phylogenetic+Spatial: local+Vehicularity"
"6456",1296,0.11,0.23,-0.34,0.11,0.57,0.11,0,"Phylogenetic+Spatial: local+Vehicularity"
"6457",1297,0.11,0.23,-0.35,0.1,0.57,0.1,0,"Phylogenetic+Spatial: local+Vehicularity"
"6458",1298,0.04,0.24,-0.42,0.04,0.51,0.04,0,"Phylogenetic+Spatial: local+Vehicularity"
"6459",1299,0.03,0.23,-0.42,0.03,0.5,0.03,0,"Phylogenetic+Spatial: local+Vehicularity"
"6460",1300,0,0.24,-0.46,0,0.47,0,0,"Phylogenetic+Spatial: local+Vehicularity"
"6461",1301,-0.11,0.25,-0.59,-0.11,0.38,-0.11,0,"Phylogenetic+Spatial: local+Vehicularity"
"6462",1302,-0.16,0.25,-0.65,-0.16,0.34,-0.16,0,"Phylogenetic+Spatial: local+Vehicularity"
"6463",1303,-0.39,0.25,-0.88,-0.39,0.11,-0.39,0,"Phylogenetic+Spatial: local+Vehicularity"
"6464",1304,-0.36,0.25,-0.86,-0.36,0.13,-0.37,0,"Phylogenetic+Spatial: local+Vehicularity"
"6465",1305,-0.45,0.26,-0.96,-0.45,0.06,-0.45,0,"Phylogenetic+Spatial: local+Vehicularity"
"6466",1306,-0.24,0.27,-0.76,-0.24,0.28,-0.25,0,"Phylogenetic+Spatial: local+Vehicularity"
"6467",1307,-0.37,0.26,-0.88,-0.37,0.15,-0.37,0,"Phylogenetic+Spatial: local+Vehicularity"
"6468",1308,-0.46,0.26,-0.97,-0.46,0.06,-0.46,0,"Phylogenetic+Spatial: local+Vehicularity"
"6469",1309,-0.51,0.26,-1.02,-0.51,0,-0.51,0,"Phylogenetic+Spatial: local+Vehicularity"
"6470",1310,-0.26,0.26,-0.77,-0.26,0.26,-0.26,0,"Phylogenetic+Spatial: local+Vehicularity"
"6471",1311,-0.32,0.26,-0.83,-0.32,0.19,-0.32,0,"Phylogenetic+Spatial: local+Vehicularity"
"6472",1312,-0.44,0.26,-0.95,-0.44,0.08,-0.44,0,"Phylogenetic+Spatial: local+Vehicularity"
"6473",1313,-0.38,0.25,-0.87,-0.38,0.12,-0.38,0,"Phylogenetic+Spatial: local+Vehicularity"
"6474",1314,-0.38,0.25,-0.87,-0.38,0.12,-0.38,0,"Phylogenetic+Spatial: local+Vehicularity"
"6475",1315,-0.47,0.25,-0.97,-0.47,0.03,-0.47,0,"Phylogenetic+Spatial: local+Vehicularity"
"6476",1316,-0.57,0.26,-1.08,-0.57,-0.06,-0.57,0,"Phylogenetic+Spatial: local+Vehicularity"
"6477",1317,-0.53,0.25,-1.02,-0.53,-0.04,-0.53,0,"Phylogenetic+Spatial: local+Vehicularity"
"6478",1318,-0.54,0.25,-1.03,-0.54,-0.05,-0.54,0,"Phylogenetic+Spatial: local+Vehicularity"
"6479",1319,-0.54,0.25,-1.03,-0.54,-0.05,-0.54,0,"Phylogenetic+Spatial: local+Vehicularity"
"6480",1320,-0.4,0.26,-0.9,-0.4,0.1,-0.4,0,"Phylogenetic+Spatial: local+Vehicularity"
"6481",1321,-0.55,0.26,-1.07,-0.55,-0.04,-0.55,0,"Phylogenetic+Spatial: local+Vehicularity"
"6482",1322,-0.23,0.27,-0.75,-0.23,0.31,-0.23,0,"Phylogenetic+Spatial: local+Vehicularity"
"6483",1323,-0.41,0.26,-0.92,-0.41,0.11,-0.41,0,"Phylogenetic+Spatial: local+Vehicularity"
"6484",1324,-0.64,0.26,-1.15,-0.64,-0.12,-0.64,0,"Phylogenetic+Spatial: local+Vehicularity"
"6485",1325,-0.63,0.26,-1.13,-0.63,-0.12,-0.63,0,"Phylogenetic+Spatial: local+Vehicularity"
"6486",1326,-0.58,0.26,-1.08,-0.58,-0.08,-0.58,0,"Phylogenetic+Spatial: local+Vehicularity"
"6487",1327,-0.5,0.26,-1,-0.5,0.01,-0.5,0,"Phylogenetic+Spatial: local+Vehicularity"
"6488",1328,-0.27,0.26,-0.77,-0.27,0.24,-0.28,0,"Phylogenetic+Spatial: local+Vehicularity"
"6489",1329,-0.28,0.26,-0.78,-0.28,0.23,-0.28,0,"Phylogenetic+Spatial: local+Vehicularity"
"6490",1330,-0.69,0.26,-1.21,-0.69,-0.17,-0.69,0,"Phylogenetic+Spatial: local+Vehicularity"
"6491",1331,-0.71,0.26,-1.22,-0.7,-0.19,-0.7,0,"Phylogenetic+Spatial: local+Vehicularity"
"6492",1332,-0.69,0.26,-1.21,-0.69,-0.18,-0.69,0,"Phylogenetic+Spatial: local+Vehicularity"
"6493",1333,-0.65,0.26,-1.17,-0.65,-0.13,-0.65,0,"Phylogenetic+Spatial: local+Vehicularity"
"6494",1334,-0.47,0.25,-0.96,-0.47,0.03,-0.47,0,"Phylogenetic+Spatial: local+Vehicularity"
"6495",1335,-0.58,0.25,-1.07,-0.58,-0.08,-0.58,0,"Phylogenetic+Spatial: local+Vehicularity"
"6496",1336,-0.49,0.25,-0.99,-0.49,0.01,-0.49,0,"Phylogenetic+Spatial: local+Vehicularity"
"6497",1337,-0.53,0.25,-1.03,-0.53,-0.04,-0.53,0,"Phylogenetic+Spatial: local+Vehicularity"
"6498",1338,-0.38,0.26,-0.9,-0.38,0.14,-0.38,0,"Phylogenetic+Spatial: local+Vehicularity"
"6499",1339,-0.76,0.25,-1.27,-0.76,-0.27,-0.76,0,"Phylogenetic+Spatial: local+Vehicularity"
"6500",1340,-0.58,0.25,-1.08,-0.58,-0.08,-0.59,0,"Phylogenetic+Spatial: local+Vehicularity"
"6501",1341,-0.81,0.26,-1.32,-0.8,-0.3,-0.8,0,"Phylogenetic+Spatial: local+Vehicularity"
"6502",1342,-0.9,0.26,-1.42,-0.9,-0.4,-0.9,0,"Phylogenetic+Spatial: local+Vehicularity"
"6503",1343,-0.9,0.26,-1.41,-0.89,-0.39,-0.89,0,"Phylogenetic+Spatial: local+Vehicularity"
"6504",1344,-0.62,0.25,-1.12,-0.62,-0.12,-0.62,0,"Phylogenetic+Spatial: local+Vehicularity"
"6505",1345,-0.7,0.26,-1.2,-0.7,-0.19,-0.69,0,"Phylogenetic+Spatial: local+Vehicularity"
"6506",1346,-0.44,0.25,-0.94,-0.44,0.06,-0.44,0,"Phylogenetic+Spatial: local+Vehicularity"
"6507",1347,-0.6,0.24,-1.07,-0.6,-0.12,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6508",1348,-0.56,0.25,-1.04,-0.56,-0.07,-0.56,0,"Phylogenetic+Spatial: local+Vehicularity"
"6509",1349,-0.48,0.25,-0.97,-0.48,0.01,-0.48,0,"Phylogenetic+Spatial: local+Vehicularity"
"6510",1350,-0.67,0.25,-1.16,-0.67,-0.19,-0.67,0,"Phylogenetic+Spatial: local+Vehicularity"
"6511",1351,-0.47,0.25,-0.96,-0.47,0.02,-0.48,0,"Phylogenetic+Spatial: local+Vehicularity"
"6512",1352,-0.47,0.25,-0.95,-0.47,0.02,-0.47,0,"Phylogenetic+Spatial: local+Vehicularity"
"6513",1353,-0.5,0.25,-0.98,-0.5,-0.02,-0.5,0,"Phylogenetic+Spatial: local+Vehicularity"
"6514",1354,-0.5,0.25,-0.98,-0.5,-0.01,-0.5,0,"Phylogenetic+Spatial: local+Vehicularity"
"6515",1355,-0.51,0.25,-1,-0.51,-0.01,-0.51,0,"Phylogenetic+Spatial: local+Vehicularity"
"6516",1356,-0.5,0.25,-0.99,-0.5,-0.01,-0.5,0,"Phylogenetic+Spatial: local+Vehicularity"
"6517",1357,-0.47,0.25,-0.96,-0.47,0.03,-0.47,0,"Phylogenetic+Spatial: local+Vehicularity"
"6518",1358,-0.41,0.26,-0.92,-0.41,0.11,-0.41,0,"Phylogenetic+Spatial: local+Vehicularity"
"6519",1359,-0.3,0.26,-0.81,-0.3,0.22,-0.3,0,"Phylogenetic+Spatial: local+Vehicularity"
"6520",1360,-0.74,0.26,-1.25,-0.74,-0.24,-0.74,0,"Phylogenetic+Spatial: local+Vehicularity"
"6521",1361,-0.81,0.26,-1.31,-0.81,-0.31,-0.8,0,"Phylogenetic+Spatial: local+Vehicularity"
"6522",1362,-0.74,0.25,-1.24,-0.74,-0.24,-0.74,0,"Phylogenetic+Spatial: local+Vehicularity"
"6523",1363,-0.71,0.26,-1.22,-0.71,-0.21,-0.71,0,"Phylogenetic+Spatial: local+Vehicularity"
"6524",1364,-0.62,0.26,-1.12,-0.62,-0.11,-0.62,0,"Phylogenetic+Spatial: local+Vehicularity"
"6525",1365,-0.7,0.26,-1.21,-0.7,-0.19,-0.7,0,"Phylogenetic+Spatial: local+Vehicularity"
"6526",1366,-0.64,0.27,-1.16,-0.64,-0.12,-0.64,0,"Phylogenetic+Spatial: local+Vehicularity"
"6527",1367,-0.41,0.27,-0.93,-0.41,0.12,-0.41,0,"Phylogenetic+Spatial: local+Vehicularity"
"6528",1368,-0.71,0.27,-1.24,-0.71,-0.19,-0.71,0,"Phylogenetic+Spatial: local+Vehicularity"
"6529",1369,-0.8,0.25,-1.3,-0.8,-0.3,-0.8,0,"Phylogenetic+Spatial: local+Vehicularity"
"6530",1370,-0.84,0.26,-1.35,-0.84,-0.34,-0.84,0,"Phylogenetic+Spatial: local+Vehicularity"
"6531",1371,-0.67,0.26,-1.17,-0.67,-0.16,-0.67,0,"Phylogenetic+Spatial: local+Vehicularity"
"6532",1372,-0.77,0.26,-1.28,-0.77,-0.27,-0.77,0,"Phylogenetic+Spatial: local+Vehicularity"
"6533",1373,-0.82,0.26,-1.34,-0.82,-0.32,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6534",1374,-0.6,0.25,-1.1,-0.61,-0.11,-0.61,0,"Phylogenetic+Spatial: local+Vehicularity"
"6535",1375,-0.63,0.25,-1.12,-0.63,-0.14,-0.63,0,"Phylogenetic+Spatial: local+Vehicularity"
"6536",1376,-0.6,0.25,-1.09,-0.6,-0.1,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6537",1377,-0.63,0.25,-1.12,-0.63,-0.14,-0.63,0,"Phylogenetic+Spatial: local+Vehicularity"
"6538",1378,-0.62,0.25,-1.11,-0.62,-0.12,-0.62,0,"Phylogenetic+Spatial: local+Vehicularity"
"6539",1379,-0.9,0.26,-1.42,-0.9,-0.39,-0.9,0,"Phylogenetic+Spatial: local+Vehicularity"
"6540",1380,-0.77,0.26,-1.29,-0.77,-0.26,-0.77,0,"Phylogenetic+Spatial: local+Vehicularity"
"6541",1381,-0.51,0.26,-1.01,-0.51,0,-0.51,0,"Phylogenetic+Spatial: local+Vehicularity"
"6542",1382,-0.64,0.26,-1.14,-0.64,-0.14,-0.64,0,"Phylogenetic+Spatial: local+Vehicularity"
"6543",1383,-0.52,0.25,-1,-0.52,-0.04,-0.52,0,"Phylogenetic+Spatial: local+Vehicularity"
"6544",1384,-0.52,0.25,-1.01,-0.52,-0.04,-0.53,0,"Phylogenetic+Spatial: local+Vehicularity"
"6545",1385,-0.58,0.25,-1.06,-0.58,-0.1,-0.58,0,"Phylogenetic+Spatial: local+Vehicularity"
"6546",1386,-0.59,0.25,-1.07,-0.59,-0.1,-0.59,0,"Phylogenetic+Spatial: local+Vehicularity"
"6547",1387,-0.34,0.26,-0.84,-0.34,0.17,-0.34,0,"Phylogenetic+Spatial: local+Vehicularity"
"6548",1388,-0.39,0.26,-0.89,-0.39,0.11,-0.4,0,"Phylogenetic+Spatial: local+Vehicularity"
"6549",1389,-0.82,0.25,-1.32,-0.82,-0.32,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6550",1390,-0.85,0.25,-1.35,-0.85,-0.36,-0.85,0,"Phylogenetic+Spatial: local+Vehicularity"
"6551",1391,-0.82,0.26,-1.33,-0.82,-0.32,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6552",1392,-0.56,0.25,-1.05,-0.56,-0.07,-0.56,0,"Phylogenetic+Spatial: local+Vehicularity"
"6553",1393,-0.48,0.25,-0.98,-0.48,0.02,-0.48,0,"Phylogenetic+Spatial: local+Vehicularity"
"6554",1394,-0.66,0.25,-1.15,-0.66,-0.17,-0.66,0,"Phylogenetic+Spatial: local+Vehicularity"
"6555",1395,-0.74,0.26,-1.24,-0.74,-0.24,-0.74,0,"Phylogenetic+Spatial: local+Vehicularity"
"6556",1396,-0.53,0.26,-1.03,-0.53,-0.01,-0.53,0,"Phylogenetic+Spatial: local+Vehicularity"
"6557",1397,-0.85,0.26,-1.35,-0.85,-0.35,-0.84,0,"Phylogenetic+Spatial: local+Vehicularity"
"6558",1398,-0.92,0.26,-1.43,-0.92,-0.42,-0.92,0,"Phylogenetic+Spatial: local+Vehicularity"
"6559",1399,-0.6,0.26,-1.1,-0.6,-0.1,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6560",1400,-0.65,0.25,-1.15,-0.65,-0.15,-0.65,0,"Phylogenetic+Spatial: local+Vehicularity"
"6561",1401,-0.81,0.24,-1.28,-0.81,-0.34,-0.81,0,"Phylogenetic+Spatial: local+Vehicularity"
"6562",1402,-0.73,0.24,-1.21,-0.73,-0.26,-0.73,0,"Phylogenetic+Spatial: local+Vehicularity"
"6563",1403,-0.7,0.24,-1.17,-0.7,-0.22,-0.7,0,"Phylogenetic+Spatial: local+Vehicularity"
"6564",1404,-0.81,0.23,-1.27,-0.81,-0.35,-0.81,0,"Phylogenetic+Spatial: local+Vehicularity"
"6565",1405,-0.82,0.23,-1.28,-0.82,-0.36,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6566",1406,-0.84,0.24,-1.31,-0.84,-0.36,-0.83,0,"Phylogenetic+Spatial: local+Vehicularity"
"6567",1407,-0.69,0.24,-1.16,-0.69,-0.21,-0.69,0,"Phylogenetic+Spatial: local+Vehicularity"
"6568",1408,-0.71,0.24,-1.19,-0.71,-0.24,-0.71,0,"Phylogenetic+Spatial: local+Vehicularity"
"6569",1409,-0.61,0.25,-1.1,-0.61,-0.13,-0.61,0,"Phylogenetic+Spatial: local+Vehicularity"
"6570",1410,-0.46,0.24,-0.93,-0.46,0.02,-0.46,0,"Phylogenetic+Spatial: local+Vehicularity"
"6571",1411,-0.46,0.24,-0.93,-0.47,0.01,-0.47,0,"Phylogenetic+Spatial: local+Vehicularity"
"6572",1412,-0.48,0.25,-0.96,-0.48,0,-0.48,0,"Phylogenetic+Spatial: local+Vehicularity"
"6573",1413,-0.86,0.24,-1.34,-0.86,-0.39,-0.86,0,"Phylogenetic+Spatial: local+Vehicularity"
"6574",1414,-0.8,0.24,-1.28,-0.8,-0.33,-0.8,0,"Phylogenetic+Spatial: local+Vehicularity"
"6575",1415,-0.71,0.25,-1.2,-0.71,-0.22,-0.71,0,"Phylogenetic+Spatial: local+Vehicularity"
"6576",1416,-0.78,0.25,-1.28,-0.78,-0.29,-0.78,0,"Phylogenetic+Spatial: local+Vehicularity"
"6577",1417,-0.76,0.24,-1.23,-0.76,-0.29,-0.76,0,"Phylogenetic+Spatial: local+Vehicularity"
"6578",1418,-0.75,0.24,-1.22,-0.75,-0.28,-0.75,0,"Phylogenetic+Spatial: local+Vehicularity"
"6579",1419,-0.84,0.24,-1.32,-0.84,-0.37,-0.84,0,"Phylogenetic+Spatial: local+Vehicularity"
"6580",1420,-0.7,0.25,-1.19,-0.7,-0.21,-0.7,0,"Phylogenetic+Spatial: local+Vehicularity"
"6581",1421,-0.75,0.25,-1.24,-0.75,-0.27,-0.75,0,"Phylogenetic+Spatial: local+Vehicularity"
"6582",1422,-0.82,0.25,-1.31,-0.82,-0.33,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6583",1423,-0.81,0.25,-1.3,-0.81,-0.32,-0.81,0,"Phylogenetic+Spatial: local+Vehicularity"
"6584",1424,-0.91,0.25,-1.41,-0.91,-0.42,-0.91,0,"Phylogenetic+Spatial: local+Vehicularity"
"6585",1425,-0.97,0.25,-1.47,-0.97,-0.48,-0.97,0,"Phylogenetic+Spatial: local+Vehicularity"
"6586",1426,-1.08,0.21,-1.48,-1.08,-0.67,-1.07,0,"Phylogenetic+Spatial: local+Vehicularity"
"6587",1427,-1.02,0.2,-1.42,-1.02,-0.63,-1.02,0,"Phylogenetic+Spatial: local+Vehicularity"
"6588",1428,-0.99,0.2,-1.39,-0.99,-0.6,-0.99,0,"Phylogenetic+Spatial: local+Vehicularity"
"6589",1429,-1.17,0.21,-1.58,-1.17,-0.76,-1.16,0,"Phylogenetic+Spatial: local+Vehicularity"
"6590",1430,-1.14,0.2,-1.54,-1.14,-0.74,-1.14,0,"Phylogenetic+Spatial: local+Vehicularity"
"6591",1431,-1.1,0.2,-1.5,-1.1,-0.71,-1.1,0,"Phylogenetic+Spatial: local+Vehicularity"
"6592",1432,-1.08,0.2,-1.48,-1.08,-0.69,-1.08,0,"Phylogenetic+Spatial: local+Vehicularity"
"6593",1433,-1.05,0.2,-1.45,-1.05,-0.65,-1.05,0,"Phylogenetic+Spatial: local+Vehicularity"
"6594",1434,-1.05,0.2,-1.44,-1.05,-0.66,-1.05,0,"Phylogenetic+Spatial: local+Vehicularity"
"6595",1435,-1.04,0.2,-1.43,-1.04,-0.65,-1.04,0,"Phylogenetic+Spatial: local+Vehicularity"
"6596",1436,-0.97,0.2,-1.37,-0.97,-0.56,-0.97,0,"Phylogenetic+Spatial: local+Vehicularity"
"6597",1437,-0.96,0.2,-1.34,-0.96,-0.58,-0.96,0,"Phylogenetic+Spatial: local+Vehicularity"
"6598",1438,-0.92,0.2,-1.3,-0.92,-0.53,-0.92,0,"Phylogenetic+Spatial: local+Vehicularity"
"6599",1439,-1.01,0.2,-1.4,-1.01,-0.62,-1.01,0,"Phylogenetic+Spatial: local+Vehicularity"
"6600",1440,-1.22,0.19,-1.6,-1.22,-0.84,-1.21,0,"Phylogenetic+Spatial: local+Vehicularity"
"6601",1441,-1.2,0.19,-1.58,-1.2,-0.82,-1.19,0,"Phylogenetic+Spatial: local+Vehicularity"
"6602",1442,-1.21,0.19,-1.6,-1.21,-0.83,-1.21,0,"Phylogenetic+Spatial: local+Vehicularity"
"6603",1443,-1.25,0.19,-1.64,-1.25,-0.88,-1.25,0,"Phylogenetic+Spatial: local+Vehicularity"
"6604",1444,-1.26,0.19,-1.64,-1.26,-0.88,-1.26,0,"Phylogenetic+Spatial: local+Vehicularity"
"6605",1445,-1.22,0.2,-1.61,-1.22,-0.84,-1.22,0,"Phylogenetic+Spatial: local+Vehicularity"
"6606",1446,-1.22,0.2,-1.61,-1.22,-0.84,-1.22,0,"Phylogenetic+Spatial: local+Vehicularity"
"6607",1447,-1.21,0.2,-1.61,-1.21,-0.82,-1.21,0,"Phylogenetic+Spatial: local+Vehicularity"
"6608",1448,-1.03,0.21,-1.43,-1.03,-0.62,-1.03,0,"Phylogenetic+Spatial: local+Vehicularity"
"6609",1449,-0.99,0.21,-1.39,-0.99,-0.58,-0.99,0,"Phylogenetic+Spatial: local+Vehicularity"
"6610",1450,-1.09,0.21,-1.51,-1.09,-0.67,-1.09,0,"Phylogenetic+Spatial: local+Vehicularity"
"6611",1451,-1.06,0.22,-1.48,-1.06,-0.64,-1.06,0,"Phylogenetic+Spatial: local+Vehicularity"
"6612",1452,-0.84,0.23,-1.28,-0.84,-0.39,-0.84,0,"Phylogenetic+Spatial: local+Vehicularity"
"6613",1453,-0.82,0.24,-1.28,-0.82,-0.36,-0.82,0,"Phylogenetic+Spatial: local+Vehicularity"
"6614",1454,-0.77,0.24,-1.23,-0.77,-0.3,-0.77,0,"Phylogenetic+Spatial: local+Vehicularity"
"6615",1455,-0.58,0.25,-1.07,-0.58,-0.08,-0.58,0,"Phylogenetic+Spatial: local+Vehicularity"
"6616",1456,-0.52,0.25,-1,-0.52,-0.03,-0.52,0,"Phylogenetic+Spatial: local+Vehicularity"
"6617",1457,-0.56,0.25,-1.05,-0.56,-0.07,-0.56,0,"Phylogenetic+Spatial: local+Vehicularity"
"6618",1458,-0.6,0.25,-1.09,-0.6,-0.12,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6619",1459,-0.59,0.25,-1.08,-0.59,-0.1,-0.59,0,"Phylogenetic+Spatial: local+Vehicularity"
"6620",1460,-0.42,0.25,-0.92,-0.42,0.08,-0.43,0,"Phylogenetic+Spatial: local+Vehicularity"
"6621",1461,-0.48,0.26,-0.99,-0.48,0.03,-0.49,0,"Phylogenetic+Spatial: local+Vehicularity"
"6622",1462,-0.78,0.26,-1.28,-0.78,-0.27,-0.77,0,"Phylogenetic+Spatial: local+Vehicularity"
"6623",1463,-0.67,0.25,-1.17,-0.67,-0.17,-0.67,0,"Phylogenetic+Spatial: local+Vehicularity"
"6624",1464,-0.63,0.25,-1.13,-0.63,-0.14,-0.63,0,"Phylogenetic+Spatial: local+Vehicularity"
"6625",1465,-0.33,0.21,-0.73,-0.33,0.08,-0.33,0,"Phylogenetic+Spatial: local+Vehicularity"
"6626",1466,-0.38,0.2,-0.78,-0.38,0.02,-0.39,0,"Phylogenetic+Spatial: local+Vehicularity"
"6627",1467,-0.42,0.2,-0.82,-0.42,-0.02,-0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6628",1468,-0.41,0.2,-0.8,-0.41,-0.01,-0.41,0,"Phylogenetic+Spatial: local+Vehicularity"
"6629",1469,-0.42,0.22,-0.85,-0.42,0.02,-0.42,0,"Phylogenetic+Spatial: local+Vehicularity"
"6630",1470,-0.39,0.22,-0.81,-0.39,0.03,-0.39,0,"Phylogenetic+Spatial: local+Vehicularity"
"6631",1471,-0.4,0.22,-0.82,-0.4,0.02,-0.4,0,"Phylogenetic+Spatial: local+Vehicularity"
"6632",1472,-0.45,0.23,-0.9,-0.45,0,-0.45,0,"Phylogenetic+Spatial: local+Vehicularity"
"6633",1473,-0.57,0.24,-1.04,-0.57,-0.1,-0.57,0,"Phylogenetic+Spatial: local+Vehicularity"
"6634",1474,-0.49,0.25,-0.99,-0.49,0,-0.49,0,"Phylogenetic+Spatial: local+Vehicularity"
"6635",1475,-0.51,0.26,-1.01,-0.51,0,-0.51,0,"Phylogenetic+Spatial: local+Vehicularity"
"6636",1476,-0.95,0.27,-1.49,-0.95,-0.43,-0.95,0,"Phylogenetic+Spatial: local+Vehicularity"
"6637",1477,-0.9,0.27,-1.43,-0.9,-0.37,-0.89,0,"Phylogenetic+Spatial: local+Vehicularity"
"6638",1478,-0.25,0.27,-0.77,-0.25,0.28,-0.26,0,"Phylogenetic+Spatial: local+Vehicularity"
"6639",1479,-0.13,0.27,-0.66,-0.13,0.41,-0.14,0,"Phylogenetic+Spatial: local+Vehicularity"
"6640",1480,-0.51,0.26,-1.03,-0.52,0,-0.52,0,"Phylogenetic+Spatial: local+Vehicularity"
"6641",1481,-0.62,0.26,-1.14,-0.62,-0.11,-0.62,0,"Phylogenetic+Spatial: local+Vehicularity"
"6642",1482,-0.65,0.27,-1.18,-0.65,-0.12,-0.65,0,"Phylogenetic+Spatial: local+Vehicularity"
"6643",1483,-0.36,0.27,-0.89,-0.36,0.18,-0.36,0,"Phylogenetic+Spatial: local+Vehicularity"
"6644",1484,-0.77,0.27,-1.31,-0.77,-0.23,-0.77,0,"Phylogenetic+Spatial: local+Vehicularity"
"6645",1485,-0.76,0.27,-1.3,-0.76,-0.23,-0.76,0,"Phylogenetic+Spatial: local+Vehicularity"
"6646",1486,-0.6,0.27,-1.13,-0.6,-0.06,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6647",1487,-0.97,0.26,-1.49,-0.97,-0.46,-0.97,0,"Phylogenetic+Spatial: local+Vehicularity"
"6648",1488,-1.05,0.26,-1.56,-1.04,-0.54,-1.04,0,"Phylogenetic+Spatial: local+Vehicularity"
"6649",1489,-0.95,0.26,-1.45,-0.94,-0.45,-0.94,0,"Phylogenetic+Spatial: local+Vehicularity"
"6650",1490,-0.97,0.26,-1.47,-0.97,-0.47,-0.97,0,"Phylogenetic+Spatial: local+Vehicularity"
"6651",1491,-0.63,0.27,-1.16,-0.63,-0.1,-0.63,0,"Phylogenetic+Spatial: local+Vehicularity"
"6652",1492,-0.6,0.27,-1.13,-0.6,-0.07,-0.6,0,"Phylogenetic+Spatial: local+Vehicularity"
"6653",1493,-0.93,0.26,-1.45,-0.93,-0.42,-0.93,0,"Phylogenetic+Spatial: local+Vehicularity"
