"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"1413","Spatial: regional",98,-0.12,0.16,-0.44,-0.12,0.21,-0.12,0
"1414","Spatial: regional",99,-0.16,0.15,-0.46,-0.16,0.14,-0.16,0
"1415","Spatial: regional",100,-0.17,0.15,-0.46,-0.17,0.12,-0.17,0
"1416","Spatial: regional",101,-0.27,0.13,-0.52,-0.27,-0.02,-0.27,0
"1417","Spatial: regional",102,-0.27,0.13,-0.52,-0.27,-0.02,-0.27,0
"1418","Spatial: regional",103,-0.23,0.14,-0.5,-0.23,0.04,-0.23,0
"1419","Spatial: regional",104,-0.28,0.12,-0.52,-0.27,-0.03,-0.27,0
"1420","Spatial: regional",105,-0.25,0.13,-0.51,-0.25,0,-0.25,0
"1421","Spatial: regional",106,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1422","Spatial: regional",107,-0.26,0.13,-0.51,-0.25,0,-0.25,0
"1423","Spatial: regional",108,-0.25,0.13,-0.51,-0.25,0.01,-0.24,0
"1424","Spatial: regional",109,-0.17,0.15,-0.47,-0.17,0.12,-0.17,0
"1425","Spatial: regional",110,-0.19,0.15,-0.48,-0.19,0.1,-0.19,0
"1426","Spatial: regional",111,-0.26,0.13,-0.51,-0.26,-0.02,-0.26,0
"1427","Spatial: regional",112,-0.27,0.13,-0.52,-0.27,-0.02,-0.26,0
"1428","Spatial: regional",113,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1429","Spatial: regional",114,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1430","Spatial: regional",115,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1431","Spatial: regional",116,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1432","Spatial: regional",117,-0.27,0.12,-0.52,-0.27,-0.04,-0.27,0
"1433","Spatial: regional",118,-0.27,0.12,-0.52,-0.27,-0.03,-0.27,0
"1434","Spatial: regional",119,-0.23,0.13,-0.49,-0.23,0.02,-0.23,0
"1435","Spatial: regional",120,-0.24,0.13,-0.5,-0.24,0.01,-0.24,0
"1436","Spatial: regional",121,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1437","Spatial: regional",122,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1438","Spatial: regional",123,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1439","Spatial: regional",124,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1440","Spatial: regional",125,-0.29,0.12,-0.52,-0.29,-0.05,-0.28,0
"1441","Spatial: regional",126,-0.29,0.12,-0.52,-0.29,-0.05,-0.28,0
"1442","Spatial: regional",127,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1443","Spatial: regional",128,-0.28,0.12,-0.52,-0.28,-0.04,-0.28,0
"1444","Spatial: regional",129,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1445","Spatial: regional",130,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1446","Spatial: regional",131,-0.29,0.12,-0.52,-0.28,-0.05,-0.28,0
"1447","Spatial: regional",132,-0.29,0.12,-0.52,-0.29,-0.05,-0.28,0
"1448","Spatial: regional",133,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1449","Spatial: regional",134,-0.29,0.12,-0.52,-0.29,-0.05,-0.29,0
"1450","Spatial: regional",135,-0.29,0.12,-0.52,-0.29,-0.05,-0.28,0
"1451","Spatial: regional",136,-0.28,0.12,-0.52,-0.28,-0.05,-0.28,0
"1452","Spatial: regional",137,-0.28,0.12,-0.52,-0.28,-0.04,-0.28,0
"1453","Spatial: regional",138,-0.02,0.21,-0.44,-0.02,0.4,-0.02,0
"1454","Spatial: regional",139,0.15,0.19,-0.22,0.15,0.52,0.15,0
"1455","Spatial: regional",140,-0.07,0.19,-0.44,-0.07,0.3,-0.07,0
"1456","Spatial: regional",141,0.19,0.36,-0.51,0.2,0.89,0.2,0
"1457","Spatial: regional",142,0.11,0.2,-0.28,0.11,0.49,0.11,0
"1458","Spatial: regional",143,-0.26,0.13,-0.51,-0.26,-0.01,-0.26,0
"1459","Spatial: regional",144,-0.01,0.16,-0.33,-0.01,0.31,-0.01,0
"1460","Spatial: regional",145,-0.1,0.18,-0.46,-0.1,0.26,-0.1,0
"1461","Spatial: regional",146,0.28,0.33,-0.37,0.28,0.92,0.28,0
"1462","Spatial: regional",147,0.27,0.33,-0.39,0.27,0.92,0.27,0
"1463","Spatial: regional",148,0.69,0.39,-0.07,0.69,1.47,0.68,0
"1464","Spatial: regional",149,0.45,0.33,-0.19,0.45,1.1,0.45,0
"1465","Spatial: regional",150,0.54,0.37,-0.18,0.54,1.27,0.53,0
"1466","Spatial: regional",151,0.13,0.37,-0.59,0.13,0.87,0.13,0
"1467","Spatial: regional",152,0.25,0.42,-0.58,0.25,1.07,0.25,0
"1468","Spatial: regional",153,0.26,0.49,-0.69,0.26,1.23,0.26,0
"1469","Spatial: regional",154,0.37,0.52,-0.66,0.37,1.4,0.37,0
"1470","Spatial: regional",155,0.04,0.45,-0.85,0.04,0.92,0.04,0
"1471","Spatial: regional",156,0.29,0.42,-0.54,0.29,1.12,0.29,0
"1472","Spatial: regional",157,0.01,0.46,-0.9,0.01,0.91,0.01,0
"1473","Spatial: regional",158,0.18,0.47,-0.75,0.18,1.11,0.18,0
"1474","Spatial: regional",159,-0.13,0.52,-1.17,-0.13,0.89,-0.13,0
"1475","Spatial: regional",160,0.46,0.19,0.09,0.46,0.85,0.46,0
"1476","Spatial: regional",161,0.5,0.2,0.11,0.5,0.91,0.5,0
"1477","Spatial: regional",162,0.31,0.19,-0.06,0.31,0.68,0.31,0
"1478","Spatial: regional",163,0.32,0.4,-0.46,0.32,1.1,0.32,0
"1479","Spatial: regional",164,0.16,0.33,-0.48,0.16,0.82,0.15,0
"1480","Spatial: regional",165,0.14,0.32,-0.48,0.14,0.77,0.13,0
"1481","Spatial: regional",166,0.07,0.31,-0.54,0.07,0.69,0.07,0
"1482","Spatial: regional",167,0.26,0.16,-0.06,0.26,0.58,0.26,0
"1483","Spatial: regional",168,0.31,0.16,0,0.31,0.63,0.31,0
"1484","Spatial: regional",169,0.29,0.16,-0.02,0.29,0.61,0.29,0
"1485","Spatial: regional",170,0.29,0.16,-0.03,0.28,0.6,0.28,0
"1486","Spatial: regional",171,0.28,0.16,-0.04,0.28,0.6,0.28,0
"1487","Spatial: regional",172,0.16,0.18,-0.19,0.16,0.51,0.15,0
"1488","Spatial: regional",173,0.23,0.16,-0.09,0.23,0.55,0.23,0
"1489","Spatial: regional",174,0.27,0.16,-0.04,0.27,0.58,0.27,0
"1490","Spatial: regional",175,0.25,0.16,-0.07,0.24,0.56,0.24,0
"1491","Spatial: regional",176,0.24,0.16,-0.07,0.24,0.56,0.24,0
"1492","Spatial: regional",177,0.52,0.36,-0.19,0.52,1.23,0.51,0
"1493","Spatial: regional",178,0.47,0.32,-0.15,0.47,1.09,0.47,0
"1494","Spatial: regional",179,-0.15,0.25,-0.64,-0.15,0.34,-0.14,0
"1495","Spatial: regional",180,0.28,0.3,-0.32,0.27,0.87,0.27,0
"1496","Spatial: regional",181,0.81,0.3,0.23,0.81,1.41,0.81,0
"1497","Spatial: regional",182,0.83,0.3,0.25,0.83,1.42,0.83,0
"1498","Spatial: regional",183,0.78,0.31,0.18,0.78,1.38,0.77,0
"1499","Spatial: regional",184,0.8,0.38,0.05,0.8,1.56,0.79,0
"1500","Spatial: regional",185,0.39,0.38,-0.35,0.39,1.13,0.39,0
"1501","Spatial: regional",186,0.85,0.31,0.25,0.85,1.46,0.84,0
"1502","Spatial: regional",187,0.66,0.31,0.05,0.66,1.29,0.66,0
"1503","Spatial: regional",188,-0.03,0.18,-0.38,-0.03,0.32,-0.03,0
"1504","Spatial: regional",189,-0.02,0.18,-0.37,-0.02,0.32,-0.02,0
"1505","Spatial: regional",190,0.1,0.19,-0.28,0.1,0.48,0.1,0
"1506","Spatial: regional",191,0.07,0.19,-0.3,0.07,0.44,0.07,0
"1507","Spatial: regional",192,-0.26,0.18,-0.63,-0.26,0.1,-0.26,0
"1508","Spatial: regional",193,-0.23,0.19,-0.59,-0.23,0.14,-0.23,0
"1509","Spatial: regional",194,-0.22,0.18,-0.57,-0.22,0.13,-0.22,0
"1510","Spatial: regional",195,-0.2,0.18,-0.56,-0.2,0.16,-0.2,0
"1511","Spatial: regional",196,-0.33,0.2,-0.71,-0.33,0.06,-0.32,0
"1512","Spatial: regional",197,-0.37,0.19,-0.74,-0.37,0.01,-0.36,0
"1513","Spatial: regional",198,-0.28,0.19,-0.64,-0.28,0.09,-0.28,0
"1514","Spatial: regional",199,-0.65,0.17,-0.99,-0.65,-0.31,-0.64,0
"1515","Spatial: regional",200,-0.62,0.17,-0.96,-0.62,-0.28,-0.61,0
"1516","Spatial: regional",201,-0.65,0.18,-1,-0.65,-0.31,-0.65,0
"1517","Spatial: regional",202,-0.65,0.18,-1,-0.65,-0.31,-0.65,0
"1518","Spatial: regional",203,-0.63,0.17,-0.97,-0.63,-0.3,-0.63,0
"1519","Spatial: regional",204,-0.6,0.21,-1.01,-0.6,-0.19,-0.6,0
"1520","Spatial: regional",205,-0.58,0.2,-0.97,-0.58,-0.2,-0.58,0
"1521","Spatial: regional",206,-0.6,0.2,-0.99,-0.6,-0.21,-0.6,0
"1522","Spatial: regional",207,-0.65,0.19,-1.02,-0.65,-0.28,-0.64,0
"1523","Spatial: regional",208,-0.63,0.2,-1.03,-0.63,-0.24,-0.63,0
"1524","Spatial: regional",209,-0.65,0.19,-1.02,-0.64,-0.27,-0.64,0
"1525","Spatial: regional",210,-0.4,0.19,-0.78,-0.4,-0.02,-0.4,0
"1526","Spatial: regional",211,-0.41,0.19,-0.79,-0.41,-0.03,-0.41,0
"1527","Spatial: regional",212,-0.58,0.19,-0.96,-0.58,-0.2,-0.58,0
"1528","Spatial: regional",213,-0.51,0.18,-0.86,-0.51,-0.16,-0.51,0
"1529","Spatial: regional",214,-0.48,0.18,-0.83,-0.48,-0.12,-0.47,0
"1530","Spatial: regional",215,-0.47,0.18,-0.83,-0.47,-0.11,-0.46,0
"1531","Spatial: regional",216,-0.51,0.18,-0.87,-0.51,-0.17,-0.51,0
"1532","Spatial: regional",217,-0.55,0.18,-0.89,-0.55,-0.2,-0.54,0
"1533","Spatial: regional",218,-0.24,0.19,-0.62,-0.24,0.14,-0.24,0
"1534","Spatial: regional",219,-0.45,0.19,-0.83,-0.45,-0.09,-0.45,0
"1535","Spatial: regional",220,-0.56,0.18,-0.91,-0.56,-0.21,-0.55,0
"1536","Spatial: regional",221,-0.35,0.2,-0.73,-0.35,0.04,-0.35,0
"1537","Spatial: regional",222,-0.37,0.21,-0.79,-0.37,0.05,-0.37,0
"1538","Spatial: regional",223,-0.38,0.22,-0.8,-0.38,0.04,-0.39,0
"1539","Spatial: regional",224,-0.27,0.21,-0.68,-0.27,0.15,-0.27,0
"1540","Spatial: regional",225,-0.47,0.22,-0.9,-0.47,-0.03,-0.47,0
"1541","Spatial: regional",226,-0.76,0.27,-1.3,-0.76,-0.22,-0.76,0
"1542","Spatial: regional",227,-0.94,0.19,-1.32,-0.94,-0.57,-0.94,0
"1543","Spatial: regional",228,-0.92,0.2,-1.31,-0.92,-0.53,-0.91,0
"1544","Spatial: regional",229,-0.8,0.22,-1.23,-0.8,-0.37,-0.8,0
"1545","Spatial: regional",230,-1.05,0.2,-1.43,-1.05,-0.67,-1.04,0
"1546","Spatial: regional",231,-0.47,0.27,-1,-0.47,0.07,-0.47,0
"1547","Spatial: regional",232,-0.49,0.26,-0.99,-0.49,0.02,-0.49,0
"1548","Spatial: regional",233,-0.56,0.23,-1.02,-0.56,-0.1,-0.56,0
"1549","Spatial: regional",234,-0.62,0.25,-1.11,-0.62,-0.13,-0.62,0
"1550","Spatial: regional",235,-0.63,0.35,-1.32,-0.63,0.06,-0.63,0
"1551","Spatial: regional",236,-0.88,0.27,-1.41,-0.88,-0.35,-0.88,0
"1552","Spatial: regional",237,-0.8,0.26,-1.31,-0.8,-0.29,-0.8,0
"1553","Spatial: regional",238,-0.65,0.25,-1.15,-0.65,-0.16,-0.65,0
"1554","Spatial: regional",239,-0.71,0.25,-1.2,-0.71,-0.21,-0.71,0
"1555","Spatial: regional",240,-0.86,0.23,-1.32,-0.86,-0.4,-0.86,0
"1556","Spatial: regional",241,-0.85,0.23,-1.31,-0.85,-0.39,-0.85,0
"1557","Spatial: regional",242,-0.35,0.2,-0.74,-0.35,0.04,-0.35,0
"1558","Spatial: regional",243,-0.55,0.21,-0.96,-0.55,-0.14,-0.55,0
"1559","Spatial: regional",244,-0.49,0.25,-0.97,-0.49,0,-0.49,0
"1560","Spatial: regional",245,-0.16,0.19,-0.54,-0.16,0.22,-0.16,0
"1561","Spatial: regional",246,-0.23,0.2,-0.63,-0.23,0.17,-0.23,0
"1562","Spatial: regional",247,-0.34,0.21,-0.76,-0.34,0.08,-0.34,0
"1563","Spatial: regional",248,-0.14,0.19,-0.51,-0.14,0.24,-0.14,0
"1564","Spatial: regional",249,-0.42,0.2,-0.82,-0.42,-0.03,-0.42,0
"1565","Spatial: regional",250,-0.55,0.19,-0.91,-0.55,-0.18,-0.54,0
"1566","Spatial: regional",251,-0.47,0.2,-0.87,-0.47,-0.08,-0.47,0
"1567","Spatial: regional",252,-0.56,0.19,-0.93,-0.56,-0.19,-0.56,0
"1568","Spatial: regional",253,-0.5,0.2,-0.9,-0.5,-0.11,-0.5,0
"1569","Spatial: regional",254,-0.39,0.21,-0.79,-0.39,0.02,-0.39,0
"1570","Spatial: regional",255,-0.42,0.21,-0.83,-0.42,-0.01,-0.42,0
"1571","Spatial: regional",256,-0.43,0.21,-0.83,-0.43,-0.02,-0.43,0
"1572","Spatial: regional",257,-0.05,0.18,-0.4,-0.05,0.3,-0.05,0
"1573","Spatial: regional",258,-0.02,0.18,-0.37,-0.02,0.33,-0.03,0
"1574","Spatial: regional",259,-0.07,0.17,-0.4,-0.07,0.27,-0.07,0
"1575","Spatial: regional",260,-0.02,0.17,-0.34,-0.02,0.31,-0.02,0
"1576","Spatial: regional",261,-0.04,0.17,-0.37,-0.04,0.29,-0.04,0
"1577","Spatial: regional",262,-0.11,0.17,-0.44,-0.11,0.23,-0.11,0
"1578","Spatial: regional",263,-0.03,0.17,-0.36,-0.03,0.31,-0.03,0
"1579","Spatial: regional",264,-0.01,0.17,-0.33,-0.01,0.32,-0.01,0
"1580","Spatial: regional",265,-0.05,0.16,-0.37,-0.05,0.28,-0.05,0
"1581","Spatial: regional",266,-0.04,0.16,-0.36,-0.04,0.28,-0.04,0
"1582","Spatial: regional",267,-0.05,0.17,-0.38,-0.05,0.28,-0.05,0
"1583","Spatial: regional",268,-0.05,0.17,-0.39,-0.06,0.28,-0.06,0
"1584","Spatial: regional",269,-0.04,0.16,-0.36,-0.04,0.28,-0.04,0
"1585","Spatial: regional",270,-0.07,0.17,-0.39,-0.07,0.26,-0.07,0
"1586","Spatial: regional",271,-0.07,0.17,-0.4,-0.07,0.25,-0.07,0
"1587","Spatial: regional",272,-0.03,0.16,-0.35,-0.03,0.3,-0.03,0
"1588","Spatial: regional",273,-0.1,0.18,-0.44,-0.1,0.25,-0.1,0
"1589","Spatial: regional",274,-0.16,0.19,-0.53,-0.16,0.2,-0.16,0
"1590","Spatial: regional",275,-0.22,0.19,-0.58,-0.22,0.15,-0.21,0
"1591","Spatial: regional",276,-0.15,0.19,-0.53,-0.15,0.23,-0.15,0
"1592","Spatial: regional",277,-0.1,0.2,-0.49,-0.1,0.3,-0.1,0
"1593","Spatial: regional",278,-0.09,0.2,-0.49,-0.09,0.3,-0.09,0
"1594","Spatial: regional",279,-0.09,0.2,-0.48,-0.09,0.29,-0.09,0
"1595","Spatial: regional",280,-0.12,0.2,-0.51,-0.12,0.26,-0.12,0
"1596","Spatial: regional",281,-0.09,0.2,-0.47,-0.09,0.3,-0.09,0
"1597","Spatial: regional",282,-0.05,0.19,-0.42,-0.05,0.33,-0.05,0
"1598","Spatial: regional",283,-0.08,0.19,-0.45,-0.08,0.29,-0.08,0
"1599","Spatial: regional",284,0.08,0.2,-0.31,0.08,0.47,0.08,0
"1600","Spatial: regional",285,0.06,0.19,-0.31,0.06,0.44,0.06,0
"1601","Spatial: regional",286,-0.23,0.2,-0.63,-0.23,0.17,-0.24,0
"1602","Spatial: regional",287,-0.13,0.2,-0.52,-0.13,0.26,-0.13,0
"1603","Spatial: regional",288,-0.01,0.21,-0.42,-0.01,0.4,-0.01,0
"1604","Spatial: regional",289,0.1,0.2,-0.29,0.09,0.48,0.09,0
"1605","Spatial: regional",290,0.08,0.2,-0.3,0.08,0.47,0.07,0
"1606","Spatial: regional",291,-0.11,0.2,-0.51,-0.12,0.29,-0.12,0
"1607","Spatial: regional",292,0.47,0.34,-0.19,0.47,1.14,0.47,0
"1608","Spatial: regional",293,-0.02,0.28,-0.56,-0.02,0.52,-0.02,0
"1609","Spatial: regional",294,-0.25,0.19,-0.63,-0.25,0.12,-0.25,0
"1610","Spatial: regional",295,-0.25,0.21,-0.66,-0.25,0.16,-0.25,0
"1611","Spatial: regional",296,-0.28,0.2,-0.67,-0.28,0.1,-0.28,0
"1612","Spatial: regional",297,-0.28,0.21,-0.69,-0.28,0.13,-0.27,0
"1613","Spatial: regional",298,-0.28,0.19,-0.66,-0.28,0.1,-0.28,0
"1614","Spatial: regional",299,-0.29,0.19,-0.67,-0.29,0.09,-0.28,0
"1615","Spatial: regional",300,-0.27,0.19,-0.64,-0.27,0.1,-0.27,0
"1616","Spatial: regional",301,0.08,0.27,-0.45,0.08,0.61,0.08,0
"1617","Spatial: regional",302,0.17,0.3,-0.41,0.17,0.76,0.17,0
"1618","Spatial: regional",303,0.13,0.29,-0.42,0.13,0.7,0.13,0
"1619","Spatial: regional",304,-0.05,0.24,-0.52,-0.05,0.41,-0.05,0
"1620","Spatial: regional",305,-0.14,0.22,-0.56,-0.14,0.28,-0.14,0
"1621","Spatial: regional",306,-0.18,0.21,-0.59,-0.18,0.23,-0.18,0
"1622","Spatial: regional",307,0.35,0.37,-0.37,0.35,1.09,0.35,0
"1623","Spatial: regional",308,-0.42,0.13,-0.69,-0.42,-0.16,-0.42,0
"1624","Spatial: regional",309,-0.44,0.14,-0.71,-0.44,-0.18,-0.44,0
"1625","Spatial: regional",310,-0.23,0.14,-0.5,-0.23,0.04,-0.23,0
"1626","Spatial: regional",311,-0.37,0.14,-0.64,-0.37,-0.11,-0.37,0
"1627","Spatial: regional",312,-0.44,0.13,-0.7,-0.44,-0.17,-0.43,0
"1628","Spatial: regional",313,-0.44,0.17,-0.77,-0.44,-0.11,-0.44,0
"1629","Spatial: regional",314,-0.39,0.14,-0.66,-0.39,-0.12,-0.39,0
"1630","Spatial: regional",315,-0.13,0.14,-0.41,-0.13,0.15,-0.14,0
"1631","Spatial: regional",316,-0.36,0.14,-0.63,-0.36,-0.09,-0.36,0
"1632","Spatial: regional",317,-0.33,0.14,-0.61,-0.33,-0.05,-0.33,0
"1633","Spatial: regional",318,-0.44,0.14,-0.72,-0.44,-0.16,-0.44,0
"1634","Spatial: regional",319,-0.35,0.15,-0.64,-0.35,-0.06,-0.35,0
"1635","Spatial: regional",320,-0.32,0.15,-0.61,-0.32,-0.03,-0.32,0
"1636","Spatial: regional",321,-0.06,0.16,-0.37,-0.06,0.27,-0.06,0
"1637","Spatial: regional",322,-0.48,0.15,-0.77,-0.48,-0.18,-0.47,0
"1638","Spatial: regional",323,-0.51,0.15,-0.8,-0.51,-0.21,-0.51,0
"1639","Spatial: regional",324,-0.55,0.15,-0.85,-0.55,-0.25,-0.55,0
"1640","Spatial: regional",325,-0.7,0.14,-0.97,-0.7,-0.43,-0.7,0
"1641","Spatial: regional",326,-0.62,0.14,-0.9,-0.61,-0.33,-0.61,0
"1642","Spatial: regional",327,-0.86,0.17,-1.2,-0.86,-0.52,-0.86,0
"1643","Spatial: regional",328,-0.59,0.14,-0.86,-0.59,-0.32,-0.59,0
"1644","Spatial: regional",329,-0.57,0.14,-0.84,-0.57,-0.3,-0.57,0
"1645","Spatial: regional",330,-0.72,0.14,-1,-0.72,-0.44,-0.72,0
"1646","Spatial: regional",331,-0.65,0.14,-0.91,-0.65,-0.38,-0.65,0
"1647","Spatial: regional",332,-0.7,0.14,-0.97,-0.7,-0.42,-0.69,0
"1648","Spatial: regional",333,-0.7,0.14,-0.98,-0.7,-0.43,-0.7,0
"1649","Spatial: regional",334,-0.16,0.14,-0.43,-0.16,0.13,-0.16,0
"1650","Spatial: regional",335,0.19,0.21,-0.22,0.19,0.61,0.18,0
"1651","Spatial: regional",336,0.15,0.2,-0.25,0.15,0.55,0.14,0
"1652","Spatial: regional",337,0.21,0.2,-0.18,0.21,0.6,0.2,0
"1653","Spatial: regional",338,0.19,0.19,-0.18,0.19,0.57,0.19,0
"1654","Spatial: regional",339,0.01,0.16,-0.3,0.01,0.34,0.01,0
"1655","Spatial: regional",340,-0.05,0.15,-0.35,-0.05,0.26,-0.05,0
"1656","Spatial: regional",341,0.04,0.17,-0.3,0.04,0.39,0.04,0
"1657","Spatial: regional",342,0.14,0.19,-0.22,0.14,0.51,0.13,0
"1658","Spatial: regional",343,-0.01,0.17,-0.33,-0.01,0.32,-0.01,0
"1659","Spatial: regional",344,0.01,0.16,-0.3,0.01,0.33,0.01,0
"1660","Spatial: regional",345,-0.33,0.12,-0.57,-0.33,-0.1,-0.33,0
"1661","Spatial: regional",346,-0.28,0.12,-0.51,-0.28,-0.05,-0.28,0
"1662","Spatial: regional",347,-0.28,0.12,-0.51,-0.28,-0.06,-0.28,0
"1663","Spatial: regional",348,-0.34,0.12,-0.58,-0.34,-0.11,-0.34,0
"1664","Spatial: regional",349,-0.33,0.12,-0.56,-0.33,-0.1,-0.33,0
"1665","Spatial: regional",350,-0.33,0.12,-0.56,-0.33,-0.1,-0.33,0
"1666","Spatial: regional",351,-0.34,0.12,-0.57,-0.34,-0.1,-0.33,0
"1667","Spatial: regional",352,-0.29,0.15,-0.58,-0.29,0,-0.29,0
"1668","Spatial: regional",353,-0.27,0.14,-0.54,-0.27,0.01,-0.27,0
"1669","Spatial: regional",354,-0.26,0.15,-0.55,-0.26,0.03,-0.26,0
"1670","Spatial: regional",355,-0.31,0.15,-0.61,-0.31,-0.01,-0.31,0
"1671","Spatial: regional",356,-0.43,0.17,-0.76,-0.43,-0.1,-0.43,0
"1672","Spatial: regional",357,-0.49,0.17,-0.84,-0.49,-0.15,-0.49,0
"1673","Spatial: regional",358,-0.32,0.12,-0.56,-0.32,-0.09,-0.32,0
"1674","Spatial: regional",359,-0.28,0.12,-0.5,-0.28,-0.05,-0.27,0
"1675","Spatial: regional",360,-0.29,0.12,-0.53,-0.29,-0.05,-0.29,0
"1676","Spatial: regional",361,-0.3,0.13,-0.55,-0.3,-0.05,-0.3,0
"1677","Spatial: regional",362,-0.3,0.12,-0.54,-0.3,-0.06,-0.3,0
"1678","Spatial: regional",363,-0.05,0.13,-0.3,-0.05,0.21,-0.05,0
"1679","Spatial: regional",364,-0.17,0.12,-0.41,-0.17,0.06,-0.17,0
"1680","Spatial: regional",365,-0.24,0.12,-0.47,-0.24,-0.02,-0.24,0
"1681","Spatial: regional",366,-0.27,0.12,-0.5,-0.27,-0.05,-0.27,0
"1682","Spatial: regional",367,-0.27,0.12,-0.5,-0.27,-0.04,-0.27,0
"1683","Spatial: regional",368,-0.23,0.12,-0.46,-0.23,-0.01,-0.23,0
"1684","Spatial: regional",369,-0.26,0.12,-0.49,-0.26,-0.03,-0.25,0
"1685","Spatial: regional",370,-0.23,0.12,-0.47,-0.23,0,-0.23,0
"1686","Spatial: regional",371,-0.2,0.12,-0.44,-0.2,0.04,-0.2,0
"1687","Spatial: regional",372,-0.21,0.12,-0.45,-0.21,0.02,-0.21,0
"1688","Spatial: regional",373,-0.23,0.12,-0.47,-0.23,0.01,-0.23,0
"1689","Spatial: regional",374,-0.31,0.12,-0.54,-0.31,-0.08,-0.31,0
"1690","Spatial: regional",375,-0.32,0.12,-0.56,-0.32,-0.09,-0.32,0
"1691","Spatial: regional",376,0.07,0.13,-0.18,0.07,0.33,0.07,0
"1692","Spatial: regional",377,0.07,0.13,-0.18,0.07,0.33,0.07,0
"1693","Spatial: regional",378,0.07,0.13,-0.18,0.07,0.32,0.07,0
"1694","Spatial: regional",379,0.09,0.13,-0.17,0.09,0.35,0.09,0
"1695","Spatial: regional",380,0.05,0.13,-0.2,0.05,0.3,0.05,0
"1696","Spatial: regional",381,0.04,0.13,-0.21,0.04,0.29,0.04,0
"1697","Spatial: regional",382,0.05,0.13,-0.21,0.04,0.3,0.04,0
"1698","Spatial: regional",383,0.09,0.13,-0.17,0.09,0.35,0.09,0
"1699","Spatial: regional",384,0.05,0.13,-0.2,0.05,0.3,0.05,0
"1700","Spatial: regional",385,0.06,0.13,-0.19,0.06,0.32,0.06,0
"1701","Spatial: regional",386,0.08,0.13,-0.17,0.08,0.34,0.08,0
"1702","Spatial: regional",387,0.07,0.13,-0.18,0.07,0.32,0.07,0
"1703","Spatial: regional",388,0.06,0.13,-0.19,0.06,0.31,0.06,0
"1704","Spatial: regional",389,0.06,0.13,-0.19,0.06,0.31,0.06,0
"1705","Spatial: regional",390,0.08,0.13,-0.17,0.08,0.34,0.08,0
"1706","Spatial: regional",391,0.01,0.14,-0.27,0.01,0.29,0.01,0
"1707","Spatial: regional",392,0.05,0.15,-0.24,0.05,0.34,0.05,0
"1708","Spatial: regional",393,0.01,0.13,-0.25,0.01,0.28,0.01,0
"1709","Spatial: regional",394,-0.02,0.14,-0.3,-0.02,0.26,-0.02,0
"1710","Spatial: regional",395,-0.01,0.14,-0.28,-0.01,0.26,-0.01,0
"1711","Spatial: regional",396,-0.07,0.15,-0.38,-0.07,0.23,-0.07,0
"1712","Spatial: regional",397,0.09,0.14,-0.17,0.09,0.36,0.09,0
"1713","Spatial: regional",398,0.27,0.25,-0.21,0.27,0.76,0.27,0
"1714","Spatial: regional",399,0.17,0.23,-0.27,0.17,0.62,0.17,0
"1715","Spatial: regional",400,0.08,0.14,-0.19,0.08,0.37,0.08,0
"1716","Spatial: regional",401,0.21,0.24,-0.26,0.2,0.68,0.2,0
"1717","Spatial: regional",402,0.03,0.13,-0.23,0.03,0.29,0.03,0
"1718","Spatial: regional",403,0.03,0.14,-0.25,0.03,0.3,0.03,0
"1719","Spatial: regional",404,0.1,0.16,-0.21,0.1,0.42,0.1,0
"1720","Spatial: regional",405,0.06,0.25,-0.44,0.06,0.55,0.05,0
"1721","Spatial: regional",406,0.06,0.15,-0.23,0.06,0.35,0.05,0
"1722","Spatial: regional",407,0.01,0.14,-0.27,0.01,0.29,0,0
"1723","Spatial: regional",408,-0.06,0.16,-0.36,-0.06,0.25,-0.05,0
"1724","Spatial: regional",409,0.05,0.13,-0.21,0.05,0.3,0.04,0
"1725","Spatial: regional",410,-0.04,0.15,-0.34,-0.04,0.26,-0.04,0
"1726","Spatial: regional",411,0.01,0.14,-0.27,0.01,0.28,0.01,0
"1727","Spatial: regional",412,-0.07,0.16,-0.4,-0.07,0.24,-0.07,0
"1728","Spatial: regional",413,-0.11,0.19,-0.49,-0.11,0.27,-0.11,0
"1729","Spatial: regional",414,-0.11,0.19,-0.5,-0.11,0.26,-0.11,0
"1730","Spatial: regional",415,-0.04,0.22,-0.48,-0.04,0.39,-0.04,0
"1731","Spatial: regional",416,-0.11,0.2,-0.51,-0.11,0.29,-0.11,0
"1732","Spatial: regional",417,-0.08,0.21,-0.51,-0.08,0.34,-0.08,0
"1733","Spatial: regional",418,-0.03,0.23,-0.49,-0.03,0.42,-0.03,0
