"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0027...27",-0.03,0.04,-0.09,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0028...28",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0029...29",-0.03,0.04,-0.09,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0030...30",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0031...31",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0032...32",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0033...33",0.02,0.03,-0.04,0.02,0.07,0.02,"L1 speakers (linear)"
"fitted.Predictor.0034...34",-0.06,0.05,-0.16,-0.06,0.04,-0.06,"L1 speakers (linear)"
"fitted.Predictor.0035...35",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0036...36",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0037...37",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0038...38",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0039...39",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0040...40",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0041...41",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0042...42",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0043...43",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0044...44",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0045...45",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0046...46",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0047...47",0.01,0.03,-0.04,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0048...48",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0049...49",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0050...50",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0051...51",-0.05,0.05,-0.14,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0052...52",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0053...53",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0054...54",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0055...55",-0.01,0.03,-0.08,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0056...56",-0.05,0.05,-0.14,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0057...57",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0058...58",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0059...59",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0060...60",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0061...61",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0062...62",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0063...63",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0064...64",-0.05,0.05,-0.15,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0065...65",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0066...66",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0067...67",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0068...68",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0069...69",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0070...70",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0071...71",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0072...72",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0073...73",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0074...74",-0.01,0.03,-0.08,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0075...75",-0.02,0.04,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0076...76",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0077...77",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0078...78",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0079...79",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0080...80",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0081...81",-0.04,0.04,-0.11,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0082...82",-0.03,0.04,-0.09,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0083...83",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0084...84",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0085...85",-0.05,0.05,-0.15,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0086...86",-0.01,0.03,-0.08,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0087...87",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0088...88",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0089...89",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0090...90",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0091...91",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0092...92",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0093...93",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0094...94",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0095...95",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0096...96",-0.1,0.07,-0.24,-0.1,0.04,-0.1,"L1 speakers (linear)"
"fitted.Predictor.0097...97",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0098...98",-0.1,0.07,-0.23,-0.1,0.04,-0.1,"L1 speakers (linear)"
"fitted.Predictor.0099...99",-0.05,0.05,-0.15,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0100...100",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0101...101",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0102...102",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0103...103",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0104...104",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0105...105",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0106...106",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0107...107",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0108...108",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0109...109",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0110...110",-0.05,0.04,-0.13,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0111...111",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0112...112",-0.04,0.04,-0.13,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0113...113",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0114...114",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0115...115",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0116...116",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0117...117",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0118...118",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0119...119",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0120...120",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0121...121",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0122...122",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0123...123",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0124...124",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0125...125",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0126...126",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0127...127",-0.09,0.07,-0.21,-0.09,0.04,-0.09,"L1 speakers (linear)"
"fitted.Predictor.0128...128",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0129...129",-0.04,0.04,-0.11,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0130...130",-0.09,0.07,-0.21,-0.09,0.04,-0.09,"L1 speakers (linear)"
"fitted.Predictor.0131...131",-0.03,0.04,-0.09,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0132...132",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0133...133",-0.05,0.04,-0.13,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0134...134",-0.01,0.03,-0.06,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0135...135",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0136...136",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0137...137",-0.02,0.03,-0.09,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0138...138",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0139...139",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0140...140",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0141...141",-0.04,0.04,-0.12,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0142...142",0.02,0.03,-0.04,0.02,0.07,0.02,"L1 speakers (linear)"
"fitted.Predictor.0143...143",0.06,0.04,-0.02,0.06,0.14,0.06,"L1 speakers (linear)"
"fitted.Predictor.0144...144",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0145...145",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0146...146",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0147...147",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0148...148",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0149...149",-0.05,0.04,-0.13,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0150...150",0.02,0.03,-0.04,0.02,0.07,0.02,"L1 speakers (linear)"
"fitted.Predictor.0151...151",-0.04,0.04,-0.11,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0152...152",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0153...153",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0154...154",-0.02,0.03,-0.09,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0155...155",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0156...156",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0157...157",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (linear)"
"fitted.Predictor.0158...158",0.06,0.04,-0.02,0.06,0.13,0.06,"L1 speakers (linear)"
"fitted.Predictor.0159...159",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0160...160",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0161...161",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0162...162",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0163...163",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0164...164",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0165...165",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0166...166",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0167...167",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0168...168",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0169...169",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0170...170",0.01,0.03,-0.04,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0171...171",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0172...172",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0173...173",-0.04,0.04,-0.13,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0174...174",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0175...175",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0176...176",-0.01,0.03,-0.08,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0177...177",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0178...178",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0179...179",0,0.03,-0.06,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0180...180",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0181...181",-0.12,0.08,-0.28,-0.12,0.04,-0.12,"L1 speakers (linear)"
"fitted.Predictor.0182...182",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0183...183",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0184...184",-0.05,0.05,-0.14,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0185...185",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0186...186",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0187...187",-0.04,0.04,-0.11,-0.04,0.04,-0.04,"L1 speakers (linear)"
"fitted.Predictor.0188...188",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0189...189",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0190...190",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0191...191",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0192...192",0.02,0.03,-0.04,0.02,0.07,0.02,"L1 speakers (linear)"
"fitted.Predictor.0193...193",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (linear)"
"fitted.Predictor.0194...194",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0195...195",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0196...196",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (linear)"
"fitted.Predictor.0197...197",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0198...198",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0199...199",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0200...200",0.07,0.05,-0.02,0.07,0.16,0.07,"L1 speakers (linear)"
"fitted.Predictor.0201...201",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0202...202",-0.07,0.06,-0.18,-0.07,0.04,-0.07,"L1 speakers (linear)"
"fitted.Predictor.0203...203",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0204...204",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0205...205",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0206...206",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0207...207",-0.03,0.04,-0.09,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0208...208",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0209...209",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0210...210",-0.03,0.04,-0.1,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0211...211",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (linear)"
"fitted.Predictor.0212...212",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0213...213",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0214...214",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0215...215",0.09,0.06,-0.02,0.09,0.2,0.09,"L1 speakers (linear)"
"fitted.Predictor.0216...216",0.05,0.04,-0.02,0.05,0.13,0.05,"L1 speakers (linear)"
"fitted.Predictor.0217...217",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (linear)"
"fitted.Predictor.0218...218",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0219...219",0.05,0.04,-0.02,0.05,0.13,0.05,"L1 speakers (linear)"
"fitted.Predictor.0220...220",0.09,0.05,-0.02,0.09,0.2,0.09,"L1 speakers (linear)"
"fitted.Predictor.0221...221",0.08,0.05,-0.02,0.08,0.18,0.08,"L1 speakers (linear)"
"fitted.Predictor.0222...222",0.07,0.04,-0.02,0.07,0.15,0.07,"L1 speakers (linear)"
"fitted.Predictor.0223...223",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0224...224",0.12,0.07,-0.02,0.12,0.26,0.12,"L1 speakers (linear)"
"fitted.Predictor.0225...225",0.08,0.05,-0.02,0.08,0.18,0.08,"L1 speakers (linear)"
"fitted.Predictor.0226...226",0.05,0.04,-0.02,0.05,0.13,0.05,"L1 speakers (linear)"
"fitted.Predictor.0227...227",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0228...228",-0.01,0.03,-0.07,-0.01,0.05,-0.01,"L1 speakers (linear)"
"fitted.Predictor.0229...229",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0230...230",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0231...231",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0232...232",0.09,0.06,-0.02,0.09,0.2,0.09,"L1 speakers (linear)"
"fitted.Predictor.0233...233",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0234...234",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0235...235",0.05,0.04,-0.02,0.05,0.13,0.05,"L1 speakers (linear)"
"fitted.Predictor.0236...236",0.01,0.03,-0.05,0.01,0.06,0.01,"L1 speakers (linear)"
"fitted.Predictor.0237...237",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0238...238",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0239...239",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0240...240",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0241...241",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0242...242",-0.05,0.04,-0.14,-0.05,0.04,-0.05,"L1 speakers (linear)"
"fitted.Predictor.0243...243",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0244...244",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0245...245",0,0.03,-0.06,0,0.05,0,"L1 speakers (linear)"
"fitted.Predictor.0246...246",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0247...247",-0.03,0.04,-0.11,-0.03,0.04,-0.03,"L1 speakers (linear)"
"fitted.Predictor.0248...248",0.01,0.03,-0.04,0.01,0.07,0.01,"L1 speakers (linear)"
"fitted.Predictor.0249...249",0.05,0.04,-0.02,0.05,0.13,0.05,"L1 speakers (linear)"
"fitted.Predictor.0250...250",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0251...251",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0252...252",-0.09,0.07,-0.22,-0.09,0.04,-0.09,"L1 speakers (linear)"
"fitted.Predictor.0253...253",0,0.03,-0.05,0,0.06,0,"L1 speakers (linear)"
"fitted.Predictor.0254...254",-0.02,0.03,-0.08,-0.02,0.05,-0.02,"L1 speakers (linear)"
"fitted.Predictor.0255...255",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0256...256",0.07,0.05,-0.02,0.07,0.17,0.07,"L1 speakers (linear)"
"fitted.Predictor.0257...257",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0258...258",0.05,0.04,-0.02,0.05,0.11,0.05,"L1 speakers (linear)"
"fitted.Predictor.0259...259",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0260...260",-0.02,0.03,-0.09,-0.02,0.04,-0.02,"L1 speakers (linear)"
