"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.065...785",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.066...786",0.39,0.07,0.24,0.39,0.53,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.067...787",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.068...788",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.069...789",0.4,0.09,0.22,0.4,0.58,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.070...790",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.071...791",0.43,0.19,0.06,0.43,0.79,0.43,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.072...792",0.37,0.08,0.21,0.37,0.53,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.073...793",0.44,0.23,-0.01,0.44,0.9,0.44,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.074...794",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.075...795",0.4,0.09,0.23,0.4,0.56,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.076...796",0.41,0.11,0.19,0.41,0.62,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.077...797",0.39,0.08,0.24,0.39,0.54,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.078...798",0.39,0.08,0.24,0.39,0.54,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.079...799",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.080...800",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.081...801",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.082...802",0.39,0.07,0.24,0.39,0.53,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.083...803",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.084...804",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.085...805",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.086...806",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.087...807",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.088...808",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.089...809",0.4,0.1,0.2,0.4,0.6,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.090...810",0.41,0.12,0.18,0.41,0.64,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.091...811",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.092...812",0.41,0.14,0.14,0.41,0.68,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.093...813",0.42,0.15,0.13,0.42,0.7,0.42,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.094...814",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.095...815",0.46,0.29,-0.11,0.46,1.03,0.46,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.096...816",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.097...817",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.098...818",0.42,0.16,0.1,0.42,0.74,0.42,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.099...819",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.100...820",0.43,0.2,0.04,0.43,0.82,0.43,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.101...821",0.43,0.19,0.05,0.43,0.81,0.43,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.102...822",0.41,0.11,0.19,0.41,0.62,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.103...823",0.39,0.08,0.24,0.39,0.54,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.104...824",0.38,0.07,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.105...825",0.42,0.16,0.12,0.42,0.73,0.42,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.106...826",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.107...827",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.108...828",0.45,0.27,-0.08,0.45,0.99,0.45,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.109...829",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.110...830",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.111...831",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.112...832",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.113...833",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.114...834",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.115...835",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.116...836",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.117...837",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.118...838",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.119...839",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.120...840",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
