"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"30","Spatial: local",29,0.16,0.18,-0.2,0.17,0.52,0.17,0
"31","Spatial: local",30,-0.44,0.23,-0.89,-0.45,0.02,-0.45,0
"32","Spatial: local",31,-0.32,0.27,-0.86,-0.31,0.21,-0.31,0
"33","Spatial: local",32,-0.26,0.21,-0.68,-0.26,0.15,-0.26,0
"34","Spatial: local",33,-0.03,0.21,-0.46,-0.03,0.38,-0.02,0
"35","Spatial: local",34,0.08,0.22,-0.37,0.09,0.5,0.1,0
"36","Spatial: local",35,-0.67,0.26,-1.16,-0.68,-0.14,-0.69,0
"37","Spatial: local",36,-0.6,0.23,-1.03,-0.6,-0.14,-0.61,0
"38","Spatial: local",37,-0.4,0.3,-0.98,-0.4,0.19,-0.41,0
"39","Spatial: local",38,-0.97,0.31,-1.52,-0.98,-0.32,-1.01,0
"40","Spatial: local",39,-0.46,0.16,-0.76,-0.46,-0.13,-0.47,0
"41","Spatial: local",40,-0.25,0.19,-0.63,-0.25,0.13,-0.25,0
"42","Spatial: local",41,0.21,0.29,-0.37,0.21,0.79,0.21,0
"43","Spatial: local",42,0.4,0.3,-0.2,0.41,0.98,0.42,0
"44","Spatial: local",43,-0.26,0.3,-0.83,-0.26,0.35,-0.27,0
"45","Spatial: local",44,-0.28,0.26,-0.78,-0.28,0.22,-0.28,0
"46","Spatial: local",45,0.5,0.29,-0.09,0.5,1.05,0.52,0
"47","Spatial: local",46,-0.85,0.31,-1.43,-0.85,-0.21,-0.87,0
"48","Spatial: local",47,-1.65,0.33,-2.24,-1.67,-0.95,-1.71,0
"49","Spatial: local",48,0.38,0.3,-0.22,0.39,0.95,0.4,0
"50","Spatial: local",49,-0.19,0.29,-0.76,-0.19,0.4,-0.2,0
"51","Spatial: local",50,-0.27,0.3,-0.85,-0.27,0.33,-0.27,0
"52","Spatial: local",51,-0.37,0.3,-0.95,-0.37,0.23,-0.38,0
"53","Spatial: local",52,-0.36,0.3,-0.95,-0.37,0.24,-0.37,0
"54","Spatial: local",53,0.41,0.3,-0.19,0.42,1,0.42,0
"55","Spatial: local",54,-0.03,0.3,-0.62,-0.03,0.56,-0.03,0
"56","Spatial: local",55,-0.03,0.3,-0.62,-0.03,0.56,-0.03,0
"57","Spatial: local",56,0.41,0.3,-0.2,0.42,1,0.42,0
"58","Spatial: local",57,-1.13,0.31,-1.72,-1.15,-0.48,-1.17,0
"59","Spatial: local",58,-0.58,0.3,-1.15,-0.58,0.04,-0.59,0
"60","Spatial: local",59,0.51,0.3,-0.1,0.52,1.09,0.53,0
"61","Spatial: local",60,-0.27,0.3,-0.85,-0.27,0.33,-0.27,0
"62","Spatial: local",61,0.98,0.31,0.34,0.99,1.56,1.01,0
"63","Spatial: local",62,0.21,0.29,-0.38,0.22,0.79,0.22,0
"64","Spatial: local",63,-0.27,0.27,-0.79,-0.28,0.27,-0.28,0
"65","Spatial: local",64,-0.37,0.28,-0.92,-0.37,0.2,-0.38,0
"66","Spatial: local",65,0.02,0.24,-0.47,0.02,0.49,0.03,0
"67","Spatial: local",66,0.46,0.3,-0.15,0.46,1.04,0.47,0
"68","Spatial: local",67,0.41,0.3,-0.19,0.42,0.99,0.43,0
"69","Spatial: local",68,0.3,0.29,-0.28,0.3,0.85,0.31,0
"70","Spatial: local",69,0.28,0.3,-0.32,0.29,0.87,0.29,0
"71","Spatial: local",70,-0.72,0.3,-1.3,-0.73,-0.1,-0.74,0
"72","Spatial: local",71,0.3,0.3,-0.3,0.3,0.89,0.31,0
"73","Spatial: local",72,0.42,0.3,-0.19,0.42,1,0.43,0
"74","Spatial: local",73,0.01,0.3,-0.58,0.01,0.6,0.01,0
"75","Spatial: local",74,-0.06,0.3,-0.65,-0.06,0.53,-0.06,0
"76","Spatial: local",75,-0.14,0.3,-0.73,-0.14,0.46,-0.14,0
"77","Spatial: local",76,0.47,0.3,-0.14,0.47,1.05,0.48,0
"78","Spatial: local",77,0.74,0.3,0.11,0.74,1.32,0.76,0
"79","Spatial: local",78,0.75,0.3,0.12,0.75,1.33,0.77,0
"80","Spatial: local",79,0.32,0.3,-0.28,0.32,0.9,0.32,0
"81","Spatial: local",80,0.85,0.31,0.22,0.86,1.43,0.88,0
"82","Spatial: local",81,0.21,0.3,-0.38,0.21,0.8,0.21,0
"83","Spatial: local",82,0.39,0.23,-0.06,0.39,0.84,0.39,0
"84","Spatial: local",83,0,0.28,-0.53,0,0.57,-0.01,0
"85","Spatial: local",84,0.28,0.23,-0.17,0.27,0.72,0.27,0
"86","Spatial: local",85,0.58,0.26,0.06,0.58,1.09,0.59,0
"87","Spatial: local",86,0.58,0.26,0.05,0.59,1.08,0.6,0
"88","Spatial: local",87,0.59,0.29,0,0.6,1.16,0.6,0
"89","Spatial: local",88,0.56,0.3,-0.04,0.56,1.13,0.58,0
"90","Spatial: local",89,-0.14,0.29,-0.71,-0.14,0.45,-0.15,0
"91","Spatial: local",90,0.6,0.3,-0.01,0.61,1.19,0.62,0
"92","Spatial: local",91,0.45,0.3,-0.14,0.45,1.03,0.46,0
"93","Spatial: local",92,-0.41,0.3,-0.99,-0.41,0.2,-0.42,0
"94","Spatial: local",93,1.63,0.33,0.93,1.64,2.22,1.68,0
"95","Spatial: local",94,1.1,0.31,0.45,1.11,1.68,1.13,0
"96","Spatial: local",95,0.92,0.31,0.28,0.93,1.5,0.94,0
"97","Spatial: local",96,1.15,0.31,0.5,1.16,1.73,1.19,0
"98","Spatial: local",97,1.06,0.31,0.42,1.07,1.64,1.09,0
"99","Spatial: local",98,0.89,0.3,0.26,0.89,1.47,0.91,0
"100","Spatial: local",99,0.95,0.3,0.33,0.96,1.53,0.98,0
"101","Spatial: local",100,0.86,0.31,0.22,0.86,1.44,0.88,0
"102","Spatial: local",101,1.05,0.31,0.41,1.06,1.64,1.09,0
"103","Spatial: local",102,-0.83,0.31,-1.41,-0.84,-0.2,-0.86,0
"104","Spatial: local",103,0.74,0.3,0.11,0.75,1.32,0.76,0
"105","Spatial: local",104,-1.9,0.33,-2.5,-1.92,-1.18,-1.96,0
"106","Spatial: local",105,-2.13,0.34,-2.73,-2.16,-1.38,-2.2,0
"107","Spatial: local",106,-0.31,0.3,-0.9,-0.32,0.29,-0.32,0
"108","Spatial: local",107,1.15,0.31,0.49,1.16,1.73,1.18,0
"109","Spatial: local",108,-1.07,0.31,-1.66,-1.09,-0.43,-1.11,0
"110","Spatial: local",109,-0.31,0.3,-0.9,-0.32,0.29,-0.33,0
"111","Spatial: local",110,-0.29,0.3,-0.87,-0.3,0.3,-0.3,0
"112","Spatial: local",111,-0.03,0.28,-0.59,-0.03,0.5,-0.02,0
"113","Spatial: local",112,0.34,0.28,-0.2,0.34,0.89,0.33,0
"114","Spatial: local",113,0.73,0.29,0.15,0.74,1.27,0.76,0
"115","Spatial: local",114,-0.41,0.27,-0.93,-0.41,0.14,-0.42,0
"116","Spatial: local",115,-0.22,0.23,-0.68,-0.22,0.24,-0.22,0
"117","Spatial: local",116,0.16,0.25,-0.33,0.15,0.66,0.15,0
"118","Spatial: local",117,0,0.24,-0.47,0,0.48,0,0
"119","Spatial: local",118,-0.62,0.25,-1.09,-0.62,-0.1,-0.64,0
"120","Spatial: local",119,0.4,0.26,-0.11,0.4,0.9,0.41,0
"121","Spatial: local",120,-0.46,0.3,-1.04,-0.46,0.15,-0.47,0
"122","Spatial: regional",1,0.28,0.15,-0.02,0.28,0.57,0.28,0
"123","Spatial: regional",2,-0.31,0.35,-0.99,-0.31,0.38,-0.31,0
"124","Spatial: regional",3,-0.65,0.35,-1.35,-0.65,0.03,-0.65,0
"125","Spatial: regional",4,-0.65,0.34,-1.33,-0.65,0.02,-0.64,0
"126","Spatial: regional",5,-1.2,0.42,-2.02,-1.2,-0.38,-1.21,0
"127","Spatial: regional",6,-0.85,0.39,-1.61,-0.85,-0.09,-0.85,0
"128","Spatial: regional",7,-0.52,0.4,-1.3,-0.52,0.26,-0.52,0
"129","Spatial: regional",8,-0.69,0.39,-1.45,-0.69,0.07,-0.68,0
"130","Spatial: regional",9,-0.25,0.38,-0.99,-0.25,0.49,-0.26,0
"131","Spatial: regional",10,-1.36,0.4,-2.16,-1.36,-0.57,-1.36,0
"132","Spatial: regional",11,-0.34,0.36,-1.04,-0.35,0.36,-0.35,0
"133","Spatial: regional",12,-0.53,0.31,-1.14,-0.53,0.07,-0.53,0
"134","Spatial: regional",13,-0.85,0.41,-1.65,-0.85,-0.05,-0.84,0
"135","Spatial: regional",14,-0.06,0.28,-0.62,-0.07,0.5,-0.07,0
"136","Spatial: regional",15,0.08,0.28,-0.45,0.08,0.64,0.07,0
"137","Spatial: regional",16,-0.07,0.1,-0.28,-0.07,0.13,-0.07,0
"138","Spatial: regional",17,-0.07,0.1,-0.27,-0.07,0.13,-0.07,0
"139","Spatial: regional",18,-0.1,0.12,-0.34,-0.1,0.13,-0.1,0
"140","Spatial: regional",19,-0.12,0.1,-0.31,-0.12,0.07,-0.12,0
"141","Spatial: regional",20,-0.12,0.1,-0.32,-0.12,0.07,-0.12,0
"142","Spatial: regional",21,-0.14,0.1,-0.33,-0.14,0.05,-0.14,0
"143","Spatial: regional",22,-0.11,0.11,-0.34,-0.11,0.11,-0.11,0
"144","Spatial: regional",23,-0.1,0.1,-0.29,-0.1,0.08,-0.1,0
"145","Spatial: regional",24,-0.12,0.1,-0.31,-0.12,0.07,-0.12,0
"146","Spatial: regional",25,-0.1,0.11,-0.31,-0.1,0.11,-0.1,0
"147","Spatial: regional",26,-0.08,0.1,-0.28,-0.08,0.11,-0.08,0
"148","Spatial: regional",27,-0.11,0.1,-0.29,-0.11,0.08,-0.11,0
"149","Spatial: regional",28,-0.09,0.1,-0.28,-0.09,0.1,-0.09,0
"150","Spatial: regional",29,-0.09,0.11,-0.3,-0.09,0.13,-0.09,0
"151","Spatial: regional",30,-0.17,0.13,-0.42,-0.17,0.07,-0.17,0
"152","Spatial: regional",31,-0.2,0.14,-0.48,-0.19,0.08,-0.19,0
"153","Spatial: regional",32,-0.15,0.11,-0.36,-0.15,0.06,-0.15,0
"154","Spatial: regional",33,-0.14,0.12,-0.38,-0.14,0.1,-0.14,0
"155","Spatial: regional",34,-0.14,0.11,-0.36,-0.14,0.08,-0.14,0
"156","Spatial: regional",35,-0.09,0.14,-0.37,-0.09,0.18,-0.09,0
"157","Spatial: regional",36,-0.16,0.11,-0.38,-0.16,0.05,-0.16,0
"158","Spatial: regional",37,-0.17,0.23,-0.62,-0.17,0.28,-0.17,0
"159","Spatial: regional",38,-0.13,0.15,-0.42,-0.13,0.17,-0.12,0
"160","Spatial: regional",39,-0.13,0.1,-0.32,-0.13,0.06,-0.13,0
"161","Spatial: regional",40,-0.16,0.12,-0.39,-0.16,0.07,-0.16,0
"162","Spatial: regional",41,0.05,0.21,-0.35,0.05,0.46,0.05,0
"163","Spatial: regional",42,0.1,0.24,-0.36,0.1,0.57,0.1,0
"164","Spatial: regional",43,0.07,0.28,-0.49,0.07,0.62,0.07,0
"165","Spatial: regional",44,-0.06,0.14,-0.33,-0.06,0.21,-0.06,0
"166","Spatial: regional",45,0.03,0.18,-0.33,0.03,0.4,0.03,0
"167","Spatial: regional",46,-0.62,0.33,-1.28,-0.62,0.02,-0.62,0
"168","Spatial: regional",47,-1.46,0.42,-2.27,-1.46,-0.64,-1.46,0
"169","Spatial: regional",48,0.04,0.18,-0.3,0.03,0.39,0.03,0
"170","Spatial: regional",49,0.07,0.24,-0.4,0.07,0.54,0.06,0
"171","Spatial: regional",50,-0.28,0.32,-0.9,-0.28,0.34,-0.27,0
"172","Spatial: regional",51,-0.28,0.31,-0.88,-0.28,0.32,-0.28,0
"173","Spatial: regional",52,-0.14,0.29,-0.71,-0.14,0.43,-0.14,0
"174","Spatial: regional",53,0.62,0.35,-0.07,0.61,1.3,0.61,0
"175","Spatial: regional",54,0.1,0.4,-0.69,0.1,0.89,0.1,0
"176","Spatial: regional",55,-0.03,0.38,-0.78,-0.03,0.71,-0.03,0
"177","Spatial: regional",56,0.22,0.41,-0.58,0.22,1.04,0.22,0
"178","Spatial: regional",57,-0.67,0.33,-1.33,-0.67,-0.02,-0.66,0
"179","Spatial: regional",58,-0.31,0.35,-0.99,-0.31,0.38,-0.31,0
"180","Spatial: regional",59,0.26,0.41,-0.55,0.26,1.07,0.25,0
"181","Spatial: regional",60,-0.28,0.35,-0.97,-0.28,0.41,-0.28,0
"182","Spatial: regional",61,0.86,0.47,-0.06,0.86,1.78,0.87,0
"183","Spatial: regional",62,0.08,0.26,-0.44,0.07,0.6,0.07,0
"184","Spatial: regional",63,-0.06,0.12,-0.29,-0.06,0.17,-0.06,0
"185","Spatial: regional",64,-0.07,0.14,-0.35,-0.07,0.2,-0.07,0
"186","Spatial: regional",65,-0.12,0.13,-0.37,-0.12,0.14,-0.11,0
"187","Spatial: regional",66,0.1,0.32,-0.51,0.1,0.73,0.09,0
"188","Spatial: regional",67,0.18,0.28,-0.36,0.17,0.73,0.17,0
"189","Spatial: regional",68,0,0.17,-0.34,0,0.34,-0.01,0
"190","Spatial: regional",69,0.09,0.38,-0.65,0.09,0.83,0.09,0
"191","Spatial: regional",70,-0.28,0.39,-1.05,-0.28,0.48,-0.27,0
"192","Spatial: regional",71,0.25,0.38,-0.5,0.25,1,0.25,0
"193","Spatial: regional",72,0.48,0.31,-0.13,0.48,1.09,0.48,0
"194","Spatial: regional",73,0.02,0.39,-0.75,0.02,0.79,0.02,0
"195","Spatial: regional",74,0.15,0.33,-0.5,0.15,0.78,0.15,0
"196","Spatial: regional",75,0.05,0.34,-0.61,0.05,0.71,0.06,0
"197","Spatial: regional",76,0.48,0.31,-0.12,0.48,1.09,0.48,0
"198","Spatial: regional",77,0.62,0.33,-0.02,0.62,1.27,0.61,0
"199","Spatial: regional",78,0.5,0.29,-0.07,0.5,1.07,0.5,0
"200","Spatial: regional",79,0.52,0.28,-0.03,0.52,1.08,0.52,0
"201","Spatial: regional",80,0.7,0.36,0,0.7,1.41,0.69,0
"202","Spatial: regional",81,0.25,0.28,-0.29,0.25,0.81,0.25,0
"203","Spatial: regional",82,0.31,0.15,0.01,0.31,0.6,0.31,0
"204","Spatial: regional",83,0.3,0.17,-0.03,0.3,0.63,0.3,0
"205","Spatial: regional",84,0.27,0.14,0,0.27,0.55,0.27,0
"206","Spatial: regional",85,0.27,0.16,-0.05,0.27,0.59,0.26,0
"207","Spatial: regional",86,0.23,0.16,-0.08,0.23,0.54,0.23,0
"208","Spatial: regional",87,0.44,0.2,0.06,0.44,0.84,0.44,0
"209","Spatial: regional",88,0.21,0.21,-0.21,0.21,0.62,0.21,0
"210","Spatial: regional",89,0.13,0.21,-0.29,0.13,0.55,0.13,0
"211","Spatial: regional",90,0.49,0.38,-0.25,0.49,1.24,0.48,0
"212","Spatial: regional",91,0.28,0.22,-0.14,0.28,0.72,0.28,0
"213","Spatial: regional",92,-0.56,0.32,-1.2,-0.56,0.07,-0.56,0
"214","Spatial: regional",93,1.05,0.43,0.2,1.05,1.89,1.05,0
"215","Spatial: regional",94,1.21,0.4,0.42,1.21,2,1.21,0
"216","Spatial: regional",95,1.08,0.33,0.45,1.08,1.72,1.08,0
"217","Spatial: regional",96,0.96,0.36,0.25,0.96,1.68,0.96,0
"218","Spatial: regional",97,0.94,0.29,0.38,0.94,1.53,0.94,0
"219","Spatial: regional",98,0.7,0.29,0.13,0.7,1.29,0.69,0
"220","Spatial: regional",99,0.87,0.27,0.35,0.87,1.41,0.87,0
"221","Spatial: regional",100,0.6,0.36,-0.1,0.6,1.31,0.6,0
"222","Spatial: regional",101,0.84,0.33,0.19,0.84,1.49,0.83,0
"223","Spatial: regional",102,0.21,0.36,-0.51,0.21,0.9,0.22,0
"224","Spatial: regional",103,0.77,0.34,0.1,0.77,1.44,0.77,0
"225","Spatial: regional",104,-1.42,0.36,-2.12,-1.42,-0.7,-1.42,0
"226","Spatial: regional",105,-1.27,0.34,-1.92,-1.27,-0.6,-1.27,0
"227","Spatial: regional",106,-0.81,0.33,-1.47,-0.81,-0.16,-0.8,0
"228","Spatial: regional",107,0.51,0.44,-0.35,0.51,1.37,0.51,0
"229","Spatial: regional",108,-0.59,0.35,-1.29,-0.59,0.1,-0.58,0
"230","Spatial: regional",109,0,0.27,-0.54,0.01,0.53,0.01,0
"231","Spatial: regional",110,0.08,0.26,-0.43,0.08,0.59,0.09,0
"232","Spatial: regional",111,0.11,0.16,-0.22,0.11,0.43,0.12,0
"233","Spatial: regional",112,0.14,0.2,-0.25,0.14,0.54,0.14,0
"234","Spatial: regional",113,0.12,0.21,-0.28,0.12,0.53,0.12,0
"235","Spatial: regional",114,0.11,0.16,-0.2,0.11,0.41,0.11,0
"236","Spatial: regional",115,0.17,0.14,-0.1,0.17,0.44,0.17,0
"237","Spatial: regional",116,0.26,0.15,-0.02,0.26,0.55,0.26,0
"238","Spatial: regional",117,0.23,0.14,-0.04,0.23,0.49,0.23,0
"239","Spatial: regional",118,0.14,0.14,-0.14,0.14,0.42,0.14,0
"240","Spatial: regional",119,0.3,0.15,0,0.3,0.6,0.3,0
"241","Spatial: regional",120,-0.97,0.36,-1.69,-0.97,-0.27,-0.97,0
"242","Areal",NA,NA,NA,NA,NA,NA,NA,NA
"243","Phylogenetic+Spatial: local",1,0.2,0.33,-0.48,0.21,0.83,0.24,0
"244","Phylogenetic+Spatial: local",2,0.51,0.33,-0.16,0.51,1.15,0.52,0
"245","Phylogenetic+Spatial: local",3,-0.29,0.33,-0.94,-0.29,0.36,-0.3,0
"246","Phylogenetic+Spatial: local",4,-0.56,0.33,-1.2,-0.56,0.1,-0.56,0
"247","Phylogenetic+Spatial: local",5,-1.15,0.34,-1.8,-1.16,-0.47,-1.17,0
"248","Phylogenetic+Spatial: local",6,-0.05,0.33,-0.7,-0.05,0.6,-0.05,0
"249","Phylogenetic+Spatial: local",7,0.08,0.33,-0.57,0.09,0.73,0.09,0
"250","Phylogenetic+Spatial: local",8,-0.18,0.33,-0.82,-0.18,0.47,-0.18,0
"251","Phylogenetic+Spatial: local",9,0.34,0.33,-0.32,0.34,0.99,0.35,0
"252","Phylogenetic+Spatial: local",10,-1.28,0.34,-1.93,-1.29,-0.59,-1.3,0
"253","Phylogenetic+Spatial: local",11,0.54,0.33,-0.13,0.54,1.18,0.55,0
"254","Phylogenetic+Spatial: local",12,0.26,0.33,-0.4,0.26,0.9,0.26,0
"255","Phylogenetic+Spatial: local",13,-0.18,0.33,-0.83,-0.18,0.48,-0.18,0
"256","Phylogenetic+Spatial: local",14,0.21,0.3,-0.39,0.21,0.8,0.21,0
"257","Phylogenetic+Spatial: local",15,0.91,0.3,0.29,0.91,1.49,0.93,0
"258","Phylogenetic+Spatial: local",16,0.4,0.21,-0.01,0.4,0.81,0.4,0
"259","Phylogenetic+Spatial: local",17,0.39,0.21,-0.02,0.39,0.79,0.39,0
"260","Phylogenetic+Spatial: local",18,-0.43,0.25,-0.91,-0.43,0.08,-0.44,0
"261","Phylogenetic+Spatial: local",19,-0.25,0.19,-0.63,-0.25,0.14,-0.25,0
"262","Phylogenetic+Spatial: local",20,-0.62,0.23,-1.06,-0.62,-0.15,-0.63,0
"263","Phylogenetic+Spatial: local",21,-0.47,0.22,-0.89,-0.48,-0.04,-0.48,0
"264","Phylogenetic+Spatial: local",22,-0.08,0.23,-0.53,-0.08,0.38,-0.09,0
"265","Phylogenetic+Spatial: local",23,-0.15,0.21,-0.56,-0.15,0.26,-0.15,0
"266","Phylogenetic+Spatial: local",24,0.14,0.22,-0.3,0.14,0.57,0.14,0
"267","Phylogenetic+Spatial: local",25,0.15,0.21,-0.28,0.15,0.56,0.15,0
"268","Phylogenetic+Spatial: local",26,0.41,0.21,-0.01,0.41,0.81,0.41,0
"269","Phylogenetic+Spatial: local",27,0.2,0.21,-0.21,0.2,0.6,0.2,0
"270","Phylogenetic+Spatial: local",28,0.25,0.21,-0.16,0.25,0.66,0.26,0
"271","Phylogenetic+Spatial: local",29,0.17,0.22,-0.26,0.17,0.59,0.17,0
"272","Phylogenetic+Spatial: local",30,-0.42,0.25,-0.91,-0.43,0.08,-0.43,0
"273","Phylogenetic+Spatial: local",31,-0.3,0.27,-0.84,-0.29,0.24,-0.29,0
"274","Phylogenetic+Spatial: local",32,-0.23,0.23,-0.68,-0.23,0.22,-0.23,0
"275","Phylogenetic+Spatial: local",33,-0.04,0.22,-0.48,-0.04,0.39,-0.04,0
"276","Phylogenetic+Spatial: local",34,0.11,0.23,-0.36,0.11,0.56,0.12,0
"277","Phylogenetic+Spatial: local",35,-0.67,0.27,-1.19,-0.68,-0.12,-0.69,0
"278","Phylogenetic+Spatial: local",36,-0.52,0.25,-1,-0.53,-0.03,-0.53,0
"279","Phylogenetic+Spatial: local",37,-0.26,0.3,-0.85,-0.26,0.32,-0.26,0
"280","Phylogenetic+Spatial: local",38,-0.88,0.29,-1.43,-0.89,-0.27,-0.91,0
"281","Phylogenetic+Spatial: local",39,-0.44,0.2,-0.82,-0.44,-0.04,-0.45,0
"282","Phylogenetic+Spatial: local",40,-0.16,0.22,-0.6,-0.16,0.28,-0.16,0
"283","Phylogenetic+Spatial: local",41,0.34,0.3,-0.25,0.34,0.92,0.34,0
"284","Phylogenetic+Spatial: local",42,0.54,0.3,-0.07,0.55,1.12,0.55,0
"285","Phylogenetic+Spatial: local",43,-0.15,0.3,-0.73,-0.15,0.44,-0.15,0
"286","Phylogenetic+Spatial: local",44,-0.23,0.27,-0.75,-0.23,0.3,-0.23,0
"287","Phylogenetic+Spatial: local",45,0.56,0.29,-0.03,0.57,1.13,0.58,0
"288","Phylogenetic+Spatial: local",46,-0.8,0.31,-1.38,-0.8,-0.17,-0.82,0
"289","Phylogenetic+Spatial: local",47,-1.45,0.39,-2.19,-1.46,-0.64,-1.48,0
"290","Phylogenetic+Spatial: local",48,0.61,0.37,-0.11,0.61,1.35,0.61,0
"291","Phylogenetic+Spatial: local",49,0.01,0.37,-0.7,0.01,0.74,0,0
"292","Phylogenetic+Spatial: local",50,-0.08,0.39,-0.84,-0.09,0.71,-0.1,0
"293","Phylogenetic+Spatial: local",51,-0.19,0.39,-0.95,-0.2,0.6,-0.21,0
"294","Phylogenetic+Spatial: local",52,-0.19,0.39,-0.94,-0.19,0.6,-0.21,0
"295","Phylogenetic+Spatial: local",53,0.41,0.39,-0.37,0.41,1.17,0.42,0
"296","Phylogenetic+Spatial: local",54,-0.04,0.39,-0.82,-0.04,0.72,-0.04,0
"297","Phylogenetic+Spatial: local",55,0.01,0.41,-0.82,0.01,0.82,0.01,0
"298","Phylogenetic+Spatial: local",56,0.53,0.41,-0.28,0.53,1.35,0.52,0
"299","Phylogenetic+Spatial: local",57,-0.94,0.42,-1.75,-0.96,-0.08,-0.98,0
"300","Phylogenetic+Spatial: local",58,-0.6,0.39,-1.37,-0.6,0.17,-0.6,0
"301","Phylogenetic+Spatial: local",59,0.46,0.39,-0.32,0.46,1.21,0.48,0
"302","Phylogenetic+Spatial: local",60,-0.31,0.39,-1.08,-0.31,0.45,-0.3,0
"303","Phylogenetic+Spatial: local",61,0.91,0.4,0.11,0.91,1.66,0.93,0
"304","Phylogenetic+Spatial: local",62,0.11,0.29,-0.46,0.11,0.68,0.11,0
"305","Phylogenetic+Spatial: local",63,-0.4,0.27,-0.92,-0.4,0.15,-0.41,0
"306","Phylogenetic+Spatial: local",64,-0.52,0.29,-1.07,-0.52,0.06,-0.53,0
"307","Phylogenetic+Spatial: local",65,-0.06,0.24,-0.54,-0.06,0.41,-0.06,0
"308","Phylogenetic+Spatial: local",66,0.34,0.3,-0.26,0.34,0.92,0.35,0
"309","Phylogenetic+Spatial: local",67,0.3,0.3,-0.29,0.3,0.87,0.3,0
"310","Phylogenetic+Spatial: local",68,0.18,0.29,-0.39,0.18,0.74,0.19,0
"311","Phylogenetic+Spatial: local",69,0.16,0.3,-0.43,0.16,0.75,0.17,0
"312","Phylogenetic+Spatial: local",70,-0.87,0.31,-1.45,-0.87,-0.24,-0.89,0
"313","Phylogenetic+Spatial: local",71,0.16,0.3,-0.44,0.16,0.75,0.16,0
"314","Phylogenetic+Spatial: local",72,0.27,0.3,-0.33,0.27,0.87,0.28,0
"315","Phylogenetic+Spatial: local",73,-0.14,0.3,-0.73,-0.14,0.47,-0.14,0
"316","Phylogenetic+Spatial: local",74,-0.2,0.3,-0.8,-0.2,0.4,-0.21,0
"317","Phylogenetic+Spatial: local",75,-0.28,0.3,-0.88,-0.29,0.32,-0.29,0
"318","Phylogenetic+Spatial: local",76,0.3,0.3,-0.3,0.3,0.89,0.31,0
"319","Phylogenetic+Spatial: local",77,0.58,0.3,-0.03,0.59,1.17,0.59,0
"320","Phylogenetic+Spatial: local",78,0.59,0.3,-0.02,0.6,1.18,0.6,0
"321","Phylogenetic+Spatial: local",79,0.15,0.3,-0.45,0.15,0.74,0.15,0
"322","Phylogenetic+Spatial: local",80,0.72,0.31,0.08,0.72,1.32,0.73,0
"323","Phylogenetic+Spatial: local",81,0.15,0.33,-0.5,0.16,0.79,0.17,0
"324","Phylogenetic+Spatial: local",82,0.22,0.3,-0.38,0.23,0.79,0.24,0
"325","Phylogenetic+Spatial: local",83,-0.15,0.32,-0.78,-0.15,0.47,-0.15,0
